"Num_Auto_Mvt","Num_Mvt","Mvt","Categorie","Categdep","MT_Chiffre_Mvt_R","MT_Chiffre_Mvt_D","MT_Lttre_Mvt","Motif_Mvt","Date_Mvt","Date_Mvt1","DATBEO","TYPE","DESIGN","Code_Service","Service_Mvt","COMPT","DAF","DP","Solde_Av_Mvt","Solde_Av_Mvt1","Solde_Ap_Mvt","Solde_Ap_Mvt1","Heure_Mvt","Benef_Mvt","Code_Rubrique","Rubrique_Mvt","REP","CODE","MOIS","ANNE","MOISAN","MOISAN2","NBEO","MLMOIS","DATF","TITRE","COD"
"975","757","Dépenses","Dépenses","Fonctionnement","0","3500000","Trois millions cinq cent mille francs congolais","Frais de fonctionnement Secr DP","11/11/2022 00:00:00","2022/11/11","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","342746081,56","342746081,56","339246081,56","339246081,56","30/12/1899 10:13:18","","","","0","-","NOVEMBRE","2022","NOVEMBRE/2022","","1015","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","SOMMAIRE MOIS DE NOVEMBRE/2022","1"
"976","758","Dépenses","Dépenses","Dépenses","0","230000","Deux cent trente mille francs congolais","Communication de service secr DP","11/11/2022 00:00:00","2022/11/11","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","339246081,56","339246081,56","339016081,56","339016081,56","30/12/1899 10:14:12","","","","0","628100","NOVEMBRE","2022","NOVEMBRE/2022","","1016","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","SOMMAIRE MOIS DE NOVEMBRE/2022","1"
"977","759","Dépenses","Dépenses","Dépenses","0","20596750","Vingt millions cinq cent quatre-vingt  seize mille sept cent cinquante francs congolais","Achat carburant charroi charroi","11/11/2022 00:00:00","2022/11/11","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","339016081,56","339016081,56","318419331,56","318419331,56","30/12/1899 10:16:12","","","","0","604210","NOVEMBRE","2022","NOVEMBRE/2022","","1017","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","SOMMAIRE MOIS DE NOVEMBRE/2022","1"
"978","760","Dépenses","Dépenses","Fonctionnement","0","2000000","Deux millions de francs congolais","Frais de fonctionnement bureau SEP","11/11/2022 00:00:00","2022/11/11","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","318419331,56","318419331,56","316419331,56","316419331,56","30/12/1899 10:17:21","","","","0","-","NOVEMBRE","2022","NOVEMBRE/2022","","1018","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","SOMMAIRE MOIS DE NOVEMBRE/2022","1"
"863","658","Dépenses","Dépenses","Dépenses","0","1249500","Un million deux cent quarante neuf mille cinq cent neuf francs congolais","Achat 07 cartouches HP 107A","28/10/2022 00:00:00","2022/10/28","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","66656415,56","66656415,56","65406915,56","65406915,56","30/12/1899 14:45:46","","","","0","604720","OCTOBRE","2022","OCTOBRE/2022","","175","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"864","659","Dépenses","Dépenses","Dépenses","0","822500","Huit cent vingt deux mille cinq cent deux francs congolais","Achat toners en couleurs","28/10/2022 00:00:00","2022/10/28","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","65406915,56","65406915,56","64584415,56","64584415,56","30/12/1899 14:46:45","","","","0","604710","OCTOBRE","2022","OCTOBRE/2022","","182","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"865","660","Dépenses","Dépenses","Dépenses","0","455000","Quatre cent cinquante cinq mille francs congolais","Achat 07 registres de courriers","28/10/2022 00:00:00","2022/10/28","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","64584415,56","64584415,56","64129415,56","64129415,56","30/12/1899 10:05:43","","","","0","604710","OCTOBRE","2022","OCTOBRE/2022","","185","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"866","661","Dépenses","Dépenses","Dépenses","0","1260000","Un million deux cent soixante mille francs congolais","Achat cartons papiers duplicateurs","28/10/2022 00:00:00","2022/10/28","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","64129415,56","64129415,56","62869415,56","62869415,56","30/12/1899 10:06:46","","","","0","604710","OCTOBRE","2022","OCTOBRE/2022","","186","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"870","665","Dépenses","Dépenses","Dépenses","0","75250","Soixante  quinze mille deux cent cinquante francs congolais","Achat 02 puces wifi et souris bureau ITVRO ","31/10/2022 00:00:00","2022/10/31","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","62386615,56","62386615,56","62311365,56","62311365,56","30/12/1899 12:43:15","","","","0","604720","OCTOBRE","2022","OCTOBRE/2022","","201","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"871","666","Dépenses","Dépenses","Dépenses","0","11000","Onze mille francs congolais","Frais de réparation pneus jeep 4393","31/10/2022 00:00:00","2022/10/31","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","62311365,56","62311365,56","62300365,56","62300365,56","30/12/1899 12:44:01","","","","0","624000","OCTOBRE","2022","OCTOBRE/2022","","202","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"979","761","Dépenses","Dépenses","Dépenses","0","6000000","Six millions de francs congolais","Achat fournitures de bureaux","11/11/2022 00:00:00","2022/11/11","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","316419331,56","316419331,56","310419331,56","310419331,56","30/12/1899 10:18:39","","","","0","604710","NOVEMBRE","2022","NOVEMBRE/2022","","1019","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","SOMMAIRE MOIS DE NOVEMBRE/2022","1"
"980","762","Dépenses","Dépenses","Dépenses","0","2772000","Deux millions sept cent soixante  douze mille francs congolais","Réparation bte de vitesse,achat pces de rechanges 7252","11/11/2022 00:00:00","2022/11/11","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","310419331,56","310419331,56","307647331,56","307647331,56","30/12/1899 10:20:26","","","","0","624000","NOVEMBRE","2022","NOVEMBRE/2022","","1020","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","SOMMAIRE MOIS DE NOVEMBRE/2022","1"
"1015","797","Dépenses","Dépenses","Dépenses","0","798000","Sept cent quatre-vingt  dix-huit mille francs congolais","Frais d'entretien de 02 jeeps 5604,4393","15/11/2022 00:00:00","2022/11/15","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","280056831,56","280056831,56","279258831,56","279258831,56","30/12/1899 08:42:05","","","","0","624000","NOVEMBRE","2022","NOVEMBRE/2022","","1051","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","SOMMAIRE MOIS DE NOVEMBRE/2022","1"
"873","668","Dépenses","Dépenses","Dépenses","0","516000","Cinq cent seize mille francs congolais","Achat 02 stabilisateurs 5000 Wpour bureaux","28/10/2022 00:00:00","2022/10/28","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","62250365,56","62250365,56","61734365,56","61734365,56","30/12/1899 13:44:44","","","","0","605200","OCTOBRE","2022","OCTOBRE/2022","","187","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"874","669","Dépenses","Dépenses","Dépenses","0","676900","Six cent soixante  seize mille neuf cent francs congolais","Achat 04 rotules de direction jeep 8237","28/10/2022 00:00:00","2022/10/28","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","61734365,56","61734365,56","61057465,56","61057465,56","30/12/1899 13:45:44","","","","0","624000","OCTOBRE","2022","OCTOBRE/2022","","188","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"875","670","Dépenses","Dépenses","Dépenses","0","436000","Quatre cent trente six mille francs congolais","Achat complément produits d'entretien","28/10/2022 00:00:00","2022/10/28","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","61057465,56","61057465,56","60621465,56","60621465,56","30/12/1899 13:46:43","","","","0","604300","OCTOBRE","2022","OCTOBRE/2022","","189","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"876","671","Dépenses","Dépenses","Dépenses","0","500000","Cinq cent mille francs congolais","Achat 02 cts classeurs A4","28/10/2022 00:00:00","2022/10/28","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","60621465,56","60621465,56","60121465,56","60121465,56","30/12/1899 14:24:34","","","","0","604710","OCTOBRE","2022","OCTOBRE/2022","","190","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"877","672","Dépenses","Dépenses","Dépenses","0","2679630","Deux millions six cent soixante  dix-neuf mille six cent trente francs congolais","Achat complément carburant charroi","28/10/2022 00:00:00","2022/10/28","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","60121465,56","60121465,56","57441835,56","57441835,56","30/12/1899 14:25:33","","","","0","604210","OCTOBRE","2022","OCTOBRE/2022","","191","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"878","673","Dépenses","Dépenses","Dépenses","0","89970","Quatre-vingt neuf mille neuf cent soixante  dix francs congolais","Renforcement éclairage bureau comptable","28/10/2022 00:00:00","2022/10/28","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","57441835,56","57441835,56","57351865,56","57351865,56","30/12/1899 14:26:49","","","","0","605200","OCTOBRE","2022","OCTOBRE/2022","","192","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"879","674","Dépenses","Dépenses","Dépenses","0","388700","Trois cent quatre-vingt huit mille sept cent huit francs congolais","Frais médicaux Ntumba","31/10/2022 00:00:00","2022/10/31","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","57351865,56","57351865,56","56963165,56","56963165,56","30/12/1899 14:27:57","","","","0","632831","OCTOBRE","2022","OCTOBRE/2022","","204","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"981","763","Dépenses","Dépenses","Dépenses","0","798000","Sept cent quatre-vingt  dix-huit mille francs congolais","Frais d'entretien de 032 jeeps 8236,8780","11/11/2022 00:00:00","2022/11/11","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","307647331,56","307647331,56","306849331,56","306849331,56","30/12/1899 10:41:40","","","","0","624000","NOVEMBRE","2022","NOVEMBRE/2022","","1021","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","SOMMAIRE MOIS DE NOVEMBRE/2022","1"
"881","676","Dépenses","Dépenses","Dépenses","0","1050000","Un million cinquante mille francs congolais","Collation mensuelle aux policiers commis à la garde des canots ","31/10/2022 00:00:00","2022/10/31","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","53873165,56","53873165,56","52823165,56","52823165,56","30/12/1899 08:20:32","","","","0","663841","OCTOBRE","2022","OCTOBRE/2022","","205","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"882","677","Dépenses","Dépenses","Dépenses","0","100000","Cent mille francs congolais","Frais de reliure rapport d'activité septembre 22","31/10/2022 00:00:00","2022/10/31","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","52823165,56","52823165,56","52723165,56","52723165,56","30/12/1899 08:21:30","","","","0","632860","OCTOBRE","2022","OCTOBRE/2022","","206","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"883","678","Dépenses","Dépenses","Dépenses","0","420000","Quatre cent vingt mille francs congolais","Collation hebdo aux policiers de garde KV 17-28/10/22","31/10/2022 00:00:00","2022/10/31","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","52723165,56","52723165,56","52303165,56","52303165,56","30/12/1899 08:22:41","","","","0","663841","OCTOBRE","2022","OCTOBRE/2022","","207","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"884","679","Dépenses","Dépenses","Dépenses","0","870000","Huit cent soixante  dix mille francs congolais","Achat matériels electriques","31/10/2022 00:00:00","2022/10/31","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","52303165,56","52303165,56","51433165,56","51433165,56","30/12/1899 12:35:17","","","","0","605200","OCTOBRE","2022","OCTOBRE/2022","","203","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"885","680","Dépenses","Dépenses","Dépenses","0","1000000","Un million de francs congolais","Frais de recherche pr la lutte contre la fraude","31/10/2022 00:00:00","2022/10/31","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","51433165,56","51433165,56","50433165,56","50433165,56","30/12/1899 12:37:13","","","","0","659800","OCTOBRE","2022","OCTOBRE/2022","","208","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"886","681","Dépenses","Dépenses","Dépenses","0","450000","Quatre cent cinquante mille francs congolais","Renouvellement cachets DP,IFI,Comptable","31/10/2022 00:00:00","2022/10/31","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","50433165,56","50433165,56","49983165,56","49983165,56","30/12/1899 12:38:34","","","","0","604710","OCTOBRE","2022","OCTOBRE/2022","","210","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"887","682","Dépenses","Dépenses","Dépenses","0","280000","Deux cent quatre-vingt mille francs congolais","Achat signataires","31/10/2022 00:00:00","2022/10/31","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","49983165,56","49983165,56","49703165,56","49703165,56","30/12/1899 12:39:21","","","","0","604710","OCTOBRE","2022","OCTOBRE/2022","","211","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"888","683","Dépenses","Dépenses","Dépenses","0","15000","Quinze mille francs congolais","Course de service Basolua","31/10/2022 00:00:00","2022/10/31","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","49703165,56","49703165,56","49688165,56","49688165,56","30/12/1899 12:39:59","","","","0","618120","OCTOBRE","2022","OCTOBRE/2022","","212","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"889","684","Dépenses","Dépenses","Dépenses","0","500000","Cinq cent mille francs congolais","Frais de depot,transmission courriers secr SDAF","31/10/2022 00:00:00","2022/10/31","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","49688165,56","49688165,56","49188165,56","49188165,56","30/12/1899 13:18:43","","","","0","618120","OCTOBRE","2022","OCTOBRE/2022","","209","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"890","685","Dépenses","Dépenses","Dépenses","0","2013750","Deux millions treize mille sept cent cinquante francs congolais","Collation pr controle utilisation imprimés de valeur ds les fabriques","31/10/2022 00:00:00","2022/10/31","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","49188165,56","49188165,56","47174415,56","47174415,56","30/12/1899 08:30:00","","","","0","663841","OCTOBRE","2022","OCTOBRE/2022","","213","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"891","686","Dépenses","Dépenses","Dépenses","0","200000","Deux cent mille francs congolais","Aide & secours Likali Zamde","31/10/2022 00:00:00","2022/10/31","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","47174415,56","47174415,56","46974415,56","46974415,56","30/12/1899 08:30:51","","","","0","668360","OCTOBRE","2022","OCTOBRE/2022","","214","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"892","687","Dépenses","Dépenses","Dépenses","0","677250","Six cent soixante  dix-sept mille deux cent cinquante francs congolais","Frais médicaux Kabombo","31/10/2022 00:00:00","2022/10/31","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","46974415,56","46974415,56","46297165,56","46297165,56","30/12/1899 08:31:50","","","","0","632831","OCTOBRE","2022","OCTOBRE/2022","","215","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"893","688","Dépenses","Dépenses","Dépenses","0","512500","Cinq cent douze mille cinq cent francs congolais","Frais funeraire SASSI NSASI","31/10/2022 00:00:00","2022/10/31","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","46297165,56","46297165,56","45784665,56","45784665,56","30/12/1899 08:32:40","","","","0","668340","OCTOBRE","2022","OCTOBRE/2022","","216","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"894","31","Recettes","Recettes","Recettes","4338343","0","Quatre millions trois cent trente huit mille trois cent quarante trois francs congolais","KV, PV CX N° 002/22 P/C Oris Congo (solde)","01/11/2022 00:00:00","2022/11/01","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","45784665,56","45784665,56","50123008","50123008","30/12/1899 11:31:32","Centre Médical","","","0","707820","NOVEMBRE","2022","NOVEMBRE/2022","","","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","","1"
"895","32","Recettes","Recettes","Recettes","4338343","0","Quatre millions trois cent trente huit mille trois cent quarante trois francs congolais","PV CX N° 003/22 P/C Oris Congo (solde)","01/11/2022 00:00:00","2022/11/01","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","50123008,56","50123008,56","54461351","54461351","30/12/1899 11:32:32","Centre Médical","","","0","707820","NOVEMBRE","2022","NOVEMBRE/2022","","","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","","1"
"896","33","Recettes","Recettes","Recettes","9528244","0","Neuf millions cinq cent vingt huit mille deux cent quarante quatre francs congolais","DG, Prime informatique n° chèque 10668318","01/11/2022 00:00:00","2022/11/01","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","54461351,56","54461351,56","63989595","63989595","30/12/1899 11:36:09","Centre Médical","","","0","707820","NOVEMBRE","2022","NOVEMBRE/2022","","","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","","1"
"897","34","Recettes","Recettes","Recettes","7320000","0","Sept millions trois cent vingt mille francs congolais","KV, Prime surveillance Bracongo  ","01/11/2022 00:00:00","2022/11/01","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","63989595,56","63989595,56","71309595","71309595","30/12/1899 11:58:02","Centre Médical","","","0","707820","NOVEMBRE","2022","NOVEMBRE/2022","","","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","","1"
"898","35","Recettes","Recettes","Recettes","2727258","0","Deux millions sept cent vingt sept mille deux cent cinquante huit francs congolais","KV, Recupération fonds social","01/11/2022 00:00:00","2022/11/01","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","71309595,56","71309595,56","74036853","74036853","30/12/1899 11:59:19","Centre Médical","","","0","707820","NOVEMBRE","2022","NOVEMBRE/2022","","","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","","1"
"899","689","Dépenses","Dépenses","Dépenses","0","30000","Trente mille francs congolais","Frais de restauration aux policiers de garde KV","02/11/2022 00:00:00","2022/11/02","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","76050603,56","76050603,56","76020603,56","76020603,56","30/12/1899 12:31:08","","","","0","604130","NOVEMBRE","2022","NOVEMBRE/2022","","451","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","","1"
"900","690","Dépenses","Dépenses","Dépenses","0","20500","Vingt mille cinq cent francs congolais","Fabrication clé de contact jeep 4402","02/11/2022 00:00:00","2022/11/02","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","76020603,56","76020603,56","76000103,56","76000103,56","30/12/1899 12:31:57","","","","0","624000","NOVEMBRE","2022","NOVEMBRE/2022","","452","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","","1"
"901","691","Dépenses","Dépenses","Dépenses","0","106000","Cent six mille francs congolais","Nettoyage,chat produits pr réparat° radiateurbus 2006","02/11/2022 00:00:00","2022/11/02","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","76000103,56","76000103,56","75894103,56","75894103,56","30/12/1899 12:33:33","","","","0","624000","NOVEMBRE","2022","NOVEMBRE/2022","","453","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","","1"
"902","692","Dépenses","Dépenses","Dépenses","0","9528244","Neuf millions cinq cent vingt huit mille deux cent quarante quatre francs congolais","Prime informatque des informaticiens KV","02/11/2022 00:00:00","2022/11/02","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","75894103,56","75894103,56","66365859,56","66365859,56","30/12/1899 12:35:37","","","","0","659800","NOVEMBRE","2022","NOVEMBRE/2022","","454","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","","1"
"903","693","Dépenses","Dépenses","Dépenses","0","110000","Cent dix mille francs congolais","Réparation du demarreur jeep 4402","02/11/2022 00:00:00","2022/11/02","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","66365859,56","66365859,56","66255859,56","66255859,56","30/12/1899 12:37:02","","","","0","624000","NOVEMBRE","2022","NOVEMBRE/2022","","455","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","","1"
"904","694","Dépenses","Dépenses","Dépenses","0","250000","Deux cent cinquante mille francs congolais","Réparation,achat pces de rechanges du demarreur 4306","03/11/2022 00:00:00","2022/11/03","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","66255859,56","66255859,56","66005859,56","66005859,56","30/12/1899 12:38:46","","","","0","624000","NOVEMBRE","2022","NOVEMBRE/2022","","456","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","","1"
"905","695","Dépenses","Dépenses","Dépenses","0","15000","Quinze mille francs congolais","Course de service Basolua","03/11/2022 00:00:00","2022/11/03","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","66005859,56","66005859,56","65990859,56","65990859,56","30/12/1899 12:39:23","","","","0","618120","NOVEMBRE","2022","NOVEMBRE/2022","","457","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","","1"
"906","696","Dépenses","Dépenses","Dépenses","0","15000","Quinze mille francs congolais","Courses de service Lumumba","03/11/2022 00:00:00","2022/11/03","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","65990859,56","65990859,56","65975859,56","65975859,56","30/12/1899 12:39:57","","","","0","618120","NOVEMBRE","2022","NOVEMBRE/2022","","458","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","","1"
"907","697","Dépenses","Dépenses","Dépenses","0","1000000","Un million de francs congolais","Prêt remboursable Ngoy Mujinga","03/11/2022 00:00:00","2022/11/03","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","65975859,56","65975859,56","64975859,56","64975859,56","30/12/1899 12:41:06","","","","0","659800","NOVEMBRE","2022","NOVEMBRE/2022","","459","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","","1"
"1197","979","Dépenses","Dépenses","Dépenses","0","745500","Sept cent quarante cinq mille cinq cent cinq francs congolais","Mission n°178/2022 Dilondi,Mbanza,Kisindu,Mesa","30/11/2022 00:00:00","2022/11/30","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","80651921,73","80651921,73","79906421,73","79906421,73","30/12/1899 13:42:53","","","","0","638410","NOVEMBRE","2022","NOVEMBRE/2022","","1234","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","SOMMAIRE MOIS DE DECEMBRE/2022","1"
"1248","1024","Dépenses","Dépenses","Dépenses","0","3230000","Trois millions deux cent trente mille francs congolais","Achat fournitures de bureaux","30/11/2022 00:00:00","2022/11/30","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","84824535,9","84824535,9","81594535,9","81594535,9","30/12/1899 12:16:48","","","","0","604710","NOVEMBRE","2022","NOVEMBRE/2022","","1226","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","SOMMAIRE MOIS DE DECEMBRE/2022","1"
"908","698","Dépenses","Dépenses","Dépenses","0","210300","Deux cent dix mille trois cent francs congolais","Frais médicaux Kabombo","03/11/2022 00:00:00","2022/11/03","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","64975859,56","64975859,56","64765559,56","64765559,56","30/12/1899 12:41:54","","","","0","632831","NOVEMBRE","2022","NOVEMBRE/2022","","460","Francs Congolais:  Dix-huit millions deux cent soixante quatre mille sept cent cinquante six et dix-septsix centime","30/11/2022","","1"
