"Num_Auto_Mvt","Num_Mvt","Mvt","Categorie","Categdep","MT_Chiffre_Mvt_R","MT_Chiffre_Mvt_D","TYPE","DESIGN","MOISAN","MT_Lttre_Mvt","Motif_Mvt","Date_Mvt","Date_Mvt1","NORD","DATBEO","Code_Service","Service_Mvt","COMPT","DAF","DP","GDP","Solde_Av_Mvt","Solde_Av_Mvt1","Solde_Ap_Mvt","Solde_Ap_Mvt1","Heure_Mvt","Benef_Mvt","Code_Rubrique","Rubrique_Mvt","REP","CODE","MOIS","ANNE","MOISAN2","NBEO","MLMOIS","DATF","TITRE","COD"
"759","557","Dépenses","Dépenses","Dépenses","0","210700","AUTRES","","OCTOBRE/2022","Deux cent dix mille sept cent francs congolais","Achat feutres pour DP","18/10/2022 00:00:00","2022/10/18","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","176915451,06","176915451,06","176704751,06","176704751,06","30/12/1899 09:26:02","","","","0","604710","OCTOBRE","2022","","84","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"760","558","Dépenses","Dépenses","Dépenses","0","600000","AUTRES","","OCTOBRE/2022","Six cent mille francs congolais","Assistance au retraité","18/10/2022 00:00:00","2022/10/18","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","176704751,06","176704751,06","176104751,06","176104751,06","30/12/1899 09:26:46","","","","0","668340","OCTOBRE","2022","","85","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"761","559","Dépenses","Dépenses","Dépenses","0","430400","AUTRES","","OCTOBRE/2022","Quatre cent trente mille quatre cent francs congolais","Frais d'entretien GE/Mitendi","18/10/2022 00:00:00","2022/10/18","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","176104751,06","176104751,06","175674351,06","175674351,06","30/12/1899 09:28:03","","","","0","624000","OCTOBRE","2022","","86","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"762","560","Dépenses","Dépenses","Dépenses","0","695000","AUTRES","","OCTOBRE/2022","Six cent quatre-vingt  quinze mille francs congolais","Achat serrures de sécurités","18/10/2022 00:00:00","2022/10/18","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","175674351,06","175674351,06","174979351,06","174979351,06","30/12/1899 09:29:15","","","","0","624000","OCTOBRE","2022","","87","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"763","561","Dépenses","Dépenses","Dépenses","0","600000","AUTRES","","OCTOBRE/2022","Six cent mille francs congolais","Demontage,demontage des mobiliers déclassés","18/10/2022 00:00:00","2022/10/18","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","174979351,06","174979351,06","174379351,06","174379351,06","30/12/1899 09:30:33","","","","0","659800","OCTOBRE","2022","","88","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"764","562","Dépenses","Dépenses","Dépenses","0","500000","AUTRES","","OCTOBRE/2022","Cinq cent mille francs congolais","Travaux de debouchage des caniveaux KV","18/10/2022 00:00:00","2022/10/18","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","174379351,06","174379351,06","173879351,06","173879351,06","30/12/1899 09:31:24","","","","0","624000","OCTOBRE","2022","","89","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"765","563","Dépenses","Dépenses","Dépenses","0","370000","AUTRES","","OCTOBRE/2022","Trois cent soixante  dix mille francs congolais","Achat machine à compter l'argent","18/10/2022 00:00:00","2022/10/18","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","173879351,06","173879351,06","173509351,06","173509351,06","30/12/1899 09:33:33","","","","0","604710","OCTOBRE","2022","","4090","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"776","574","Dépenses","Dépenses","Dépenses","0","940000","AUTRES","","OCTOBRE/2022","Neuf cent quarante mille francs congolais","Achat table,chaises pour le bureau IRT","19/10/2022 00:00:00","2022/10/19","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","163297851,06","163297851,06","162357851,06","162357851,06","30/12/1899 10:47:33","","","","0","604710","OCTOBRE","2022","","101","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"777","575","Dépenses","Dépenses","Dépenses","0","748000","AUTRES","","OCTOBRE/2022","Sept cent quarante huit mille francs congolais","Frais d'abonnement CANAL +","19/10/2022 00:00:00","2022/10/19","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","162357851,06","162357851,06","161609851,06","161609851,06","30/12/1899 10:48:24","","","","0","626530","OCTOBRE","2022","","103","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"778","576","Dépenses","Dépenses","Dépenses","0","220000","AUTRES","","OCTOBRE/2022","Deux cent vingt mille francs congolais","Achat chargeurs téléphones fixes","19/10/2022 00:00:00","2022/10/19","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","161609851,06","161609851,06","161389851,06","161389851,06","30/12/1899 10:49:24","","","","0","628100","OCTOBRE","2022","","104","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"779","577","Dépenses","Dépenses","Dépenses","0","29760000","AUTRES","","OCTOBRE/2022","Vingt neuf millions sept cent soixante mille francs congolais","pv cx n° 211/22 P/C Sigma Duty Free","19/10/2022 00:00:00","2022/10/19","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","161389851,06","161389851,06","131629851,06","131629851,06","30/12/1899 10:51:00","","","","0","632540","OCTOBRE","2022","","105","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"780","578","Dépenses","Dépenses","Dépenses","0","15000","AUTRES","","OCTOBRE/2022","Quinze mille francs congolais","Course de service du comptable","19/10/2022 00:00:00","2022/10/19","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","131629851,06","131629851,06","131614851,06","131614851,06","30/12/1899 10:51:43","","","","0","618120","OCTOBRE","2022","","106","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"781","579","Dépenses","Dépenses","Dépenses","0","180000","AUTRES","","OCTOBRE/2022","Cent quatre-vingt mille francs congolais","Frais d'approvisionnement frigo bureau comptable","19/10/2022 00:00:00","2022/10/19","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","131614851,06","131614851,06","131434851,06","131434851,06","30/12/1899 10:52:57","","","","0","604130","OCTOBRE","2022","","107","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"782","580","Dépenses","Dépenses","Dépenses","0","5000","AUTRES","","OCTOBRE/2022","Cinq mille francs congolais","Course de service Kangala","19/10/2022 00:00:00","2022/10/19","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","131434851,06","131434851,06","131429851,06","131429851,06","30/12/1899 10:53:36","","","","0","618120","OCTOBRE","2022","","109","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"783","581","Dépenses","Dépenses","Dépenses","0","745500","AUTRES","","OCTOBRE/2022","Sept cent quarante cinq mille cinq cent cinq francs congolais","Mission n° DGDA/3400/DP/KV/178/22 Dilondi,Banza,Kisungu","19/10/2022 00:00:00","2022/10/19","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","131429851,06","131429851,06","130684351,06","130684351,06","30/12/1899 10:55:36","","","","0","638410","OCTOBRE","2022","","110","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"784","582","Dépenses","Dépenses","Dépenses","0","790000","AUTRES","","OCTOBRE/2022","Sept cent quatre-vingt  dix mille francs congolais","Collation pour trav. jour férién 01/08/22","19/10/2022 00:00:00","2022/10/19","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","130684351,06","130684351,06","129894351,06","129894351,06","30/12/1899 10:57:01","","","","0","663841","OCTOBRE","2022","","111","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"785","583","Dépenses","Dépenses","Dépenses","0","465750","AUTRES","","OCTOBRE/2022","Quatre cent soixante cinq mille sept cent cinquante francs congolais","Achat imprimante bureau syndical","19/10/2022 00:00:00","2022/10/19","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","129894351,06","129894351,06","129428601,06","129428601,06","30/12/1899 10:59:29","","","","0","604720","OCTOBRE","2022","","112","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"809","607","Dépenses","Dépenses","Dépenses","0","612000","AUTRES","","OCTOBRE/2022","Six cent douze mille francs congolais","Course de service de l'IRT 17-21/10/22","21/10/2022 00:00:00","2022/10/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","106179578,76","106179578,76","105567578,76","105567578,76","30/12/1899 14:52:20","","","","0","618120","OCTOBRE","2022","","136","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"810","608","Dépenses","Dépenses","Dépenses","0","70000","AUTRES","","OCTOBRE/2022","Soixante  dix mille francs congolais","Frais de gardiennage de 02 bus tata","21/10/2022 00:00:00","2022/10/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","105567578,76","105567578,76","105497578,76","105497578,76","30/12/1899 14:53:07","","","","0","632840","OCTOBRE","2022","","137","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"811","609","Dépenses","Dépenses","Dépenses","0","1750000","AUTRES","","OCTOBRE/2022","Un million sept cent cinquante mille francs congolais","Communication de service aux s/directions 17-21/10/22","21/10/2022 00:00:00","2022/10/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","105497578,76","105497578,76","103747578,76","103747578,76","30/12/1899 14:54:24","","","","0","628100","OCTOBRE","2022","","138","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"812","610","Dépenses","Dépenses","Dépenses","0","20000","AUTRES","","OCTOBRE/2022","Vingt mille francs congolais","Course de service Basolua ","24/10/2022 00:00:00","2022/10/24","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","103747578,76","103747578,76","103727578,76","103727578,76","30/12/1899 14:55:42","","","","0","618120","OCTOBRE","2022","","139","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"813","611","Dépenses","Dépenses","Dépenses","0","200000","AUTRES","","OCTOBRE/2022","Deux cent mille francs congolais","Achat 1 bloc auto,1 jeux plaquette avant 7252","24/10/2022 00:00:00","2022/10/24","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","103727578,76","103727578,76","103527578,76","103527578,76","30/12/1899 14:57:11","","","","0","624000","OCTOBRE","2022","","140","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"814","28","Recettes","Recettes","Recettes","207349600","0","AUTRES","","OCTOBRE/2022","Deux cent sept millions trois cent quarante neuf mille six cent neuf francs congolais","DBLF, PV CX n°DBLF/040/22 P/C Sté Premidis","24/10/2022 00:00:00","2022/10/24","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","103527578,76","103527578,76","310877178","310877178","30/12/1899 15:01:14","Centre Médical","","","0","707820","OCTOBRE","2022","","","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"815","612","Dépenses","Dépenses","Dépenses","0","207349600","AUTRES","","OCTOBRE/2022","Deux cent sept millions trois cent quarante neuf mille six cent neuf francs congolais","PV cx n°DBLF/040/22 P/C Sté Premidis solde","24/10/2022 00:00:00","2022/10/24","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","310877178,76","310877178,76","103527578,76","103527578,76","30/12/1899 15:02:57","","","","0","632540","OCTOBRE","2022","","141","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"869","664","Dépenses","Dépenses","Dépenses","0","15000","AUTRES","","OCTOBRE/2022","Quinze mille francs congolais","Course de service Lumumba","31/10/2022 00:00:00","2022/10/31","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","62401615,56","62401615,56","62386615,56","62386615,56","30/12/1899 12:42:02","","","","0","618120","OCTOBRE","2022","","200","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"825","622","Dépenses","Dépenses","Dépenses","0","100000","AUTRES","","OCTOBRE/2022","Cent mille francs congolais","Intervention sce extérieur Nsapu Musau","26/10/2022 00:00:00","2022/10/26","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","97812298,76","97812298,76","97712298,76","97712298,76","30/12/1899 08:26:58","","","","0","659800","OCTOBRE","2022","","4151","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"826","623","Dépenses","Dépenses","Dépenses","0","4200000","AUTRES","","OCTOBRE/2022","Quatre millions deux cent mille francs congolais","Achat fournitures de bureaux","26/10/2022 00:00:00","2022/10/26","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","97712298,76","97712298,76","93512298,76","93512298,76","30/12/1899 08:28:28","","","","0","604710","OCTOBRE","2022","","153","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"827","624","Dépenses","Dépenses","Dépenses","0","20000","AUTRES","","OCTOBRE/2022","Vingt mille francs congolais","Course de service Basolua","26/10/2022 00:00:00","2022/10/26","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","93512298,76","93512298,76","93492298,76","93492298,76","30/12/1899 08:30:16","","","","0","618120","OCTOBRE","2022","","154","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"829","29","Recettes","Recettes","Recettes","328596,8","0","AUTRES","","OCTOBRE/2022","Trois cent vingt huit mille cinq cent quatre-vingt  seize et quatre-vingt centime francs congolais","KV, vente 02 tarifs des droits & taxes","27/10/2022 00:00:00","2022/10/27","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","90992298,76","90992298,76","91320894","91320894","30/12/1899 08:33:24","Centre Médical","","","0","707820","OCTOBRE","2022","","","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"830","626","Dépenses","Dépenses","Dépenses","0","2500000","AUTRES","","OCTOBRE/2022","Deux millions cinq cent mille francs congolais","Collation mensuelle aux policiers oct 22","27/10/2022 00:00:00","2022/10/27","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","93820895,56","93820895,56","91320895,56","91320895,56","30/12/1899 08:37:18","","","","0","663841","OCTOBRE","2022","","155","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"831","627","Dépenses","Dépenses","Dépenses","0","475500","AUTRES","","OCTOBRE/2022","Quatre cent soixante  quinze mille cinq cent francs congolais","Achat 12 chambre à air pour bus","27/10/2022 00:00:00","2022/10/27","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","91320895,56","91320895,56","90845395,56","90845395,56","30/12/1899 08:38:09","","","","0","624000","OCTOBRE","2022","","156","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"832","628","Dépenses","Dépenses","Dépenses","0","10000","AUTRES","","OCTOBRE/2022","Dix mille francs congolais","Achat cylindre porte bureau SDA","27/10/2022 00:00:00","2022/10/27","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","90845395,56","90845395,56","90835395,56","90835395,56","30/12/1899 08:41:45","","","","0","624000","OCTOBRE","2022","","157","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"833","629","Dépenses","Dépenses","Dépenses","0","69500","AUTRES","","OCTOBRE/2022","Soixante neuf mille cinq cent neuf francs congolais","Achat reglette, câble electrique","27/10/2022 00:00:00","2022/10/27","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","90835395,56","90835395,56","90765895,56","90765895,56","30/12/1899 08:42:51","","","","0","605200","OCTOBRE","2022","","158","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"834","630","Dépenses","Dépenses","Fonctionnement","0","8190400","AUTRES","","OCTOBRE/2022","Huit millions cent quatre-vingt  dix mille quatre cent francs congolais","Transfert vente imprimés","27/10/2022 00:00:00","2022/10/27","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","90765895,56","90765895,56","82575495,56","82575495,56","30/12/1899 08:44:56","","","","0","-","OCTOBRE","2022","","159","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"835","631","Dépenses","Dépenses","Dépenses","0","15000","AUTRES","","OCTOBRE/2022","Quinze mille francs congolais","Course de service Lumumba","27/10/2022 00:00:00","2022/10/27","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","82575495,56","82575495,56","82560495,56","82560495,56","30/12/1899 08:45:39","","","","0","618120","OCTOBRE","2022","","160","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"597","402","Dépenses","Dépenses","Dépenses","0","5000","AUTRES","","OCTOBRE/2022","Cinq mille francs congolais","Course de service Ngolela","07/10/2022 00:00:00","2022/10/07","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","4209895,96","4209895,96","4204895,96","4204895,96","30/12/1899 13:21:02","","","","0","618120","OCTOBRE","2022","","483","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"598","403","Dépenses","Dépenses","Dépenses","0","2225000","AUTRES","","OCTOBRE/2022","Deux millions deux cent vingt cinq mille francs congolais","Achat complément carburant charroi","10/10/2022 00:00:00","2022/10/10","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","4204895,96","4204895,96","1979895,96","1979895,96","30/12/1899 13:22:39","","","","0","604210","OCTOBRE","2022","","484","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"599","404","Dépenses","Dépenses","Dépenses","0","537000","AUTRES","","OCTOBRE/2022","Cinq cent trente sept mille francs congolais","Achat complément carburant groupe électrogène GU","10/10/2022 00:00:00","2022/10/10","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","1979895,96","1979895,96","1442895,96","1442895,96","30/12/1899 13:23:38","","","","0","604210","OCTOBRE","2022","","485","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"600","405","Dépenses","Dépenses","Dépenses","0","20000","AUTRES","","OCTOBRE/2022","Vingt mille francs congolais","Achat ampoule jeep 8237","10/10/2022 00:00:00","2022/10/10","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","1442895,96","1442895,96","1422895,96","1422895,96","30/12/1899 13:24:51","","","","0","605200","OCTOBRE","2022","","486","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"601","406","Dépenses","Dépenses","Dépenses","0","120000","AUTRES","","OCTOBRE/2022","Cent vingt mille francs congolais","Achat masques de protection","10/10/2022 00:00:00","2022/10/10","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","1422895,96","1422895,96","1302895,96","1302895,96","30/12/1899 13:25:56","","","","0","604300","OCTOBRE","2022","","487","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"606","410","Dépenses","Dépenses","Dépenses","0","1315000","AUTRES","","OCTOBRE/2022","Un million trois cent quinze mille francs congolais","Frais médicaux Ilunga","11/10/2022 00:00:00","2022/10/11","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","11978775,96","11978775,96","10663775,96","10663775,96","30/12/1899 12:04:19","","","","0","632831","OCTOBRE","2022","","491","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"607","411","Dépenses","Dépenses","Dépenses","0","15000","AUTRES","","OCTOBRE/2022","Quinze mille francs congolais","Course de service Lumumba","11/10/2022 00:00:00","2022/10/11","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","10663775,96","10663775,96","10648775,96","10648775,96","30/12/1899 12:05:09","","","","0","618120","OCTOBRE","2022","","493","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"844","640","Dépenses","Dépenses","Dépenses","0","2290080","AUTRES","","OCTOBRE/2022","Deux millions deux cent quatre-vingt  dix mille quatre-vingt francs congolais","Abonnement internet microcom,orange,Airtel,Africell","28/10/2022 00:00:00","2022/10/28","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","80186495,56","80186495,56","77896415,56","77896415,56","30/12/1899 09:01:48","","","","0","626530","OCTOBRE","2022","","163","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"845","641","Dépenses","Dépenses","Dépenses","0","1750000","AUTRES","","OCTOBRE/2022","Un million sept cent cinquante mille francs congolais","Communication aux sous directions 24-28/10/22","28/10/2022 00:00:00","2022/10/28","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","77896415,56","77896415,56","76146415,56","76146415,56","30/12/1899 11:10:12","","","","0","628100","OCTOBRE","2022","","171","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"722","520","Dépenses","Dépenses","Dépenses","0","256800","AUTRES","","OCTOBRE/2022","Deux cent cinquante six mille huit cent six francs congolais","Achat chargeurs ordinateurs","17/10/2022 00:00:00","2022/10/17","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","207852263,52","207852263,52","207595463,52","207595463,52","30/12/1899 10:02:14","","","","0","604720","OCTOBRE","2022","","44","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"723","521","Dépenses","Dépenses","Dépenses","0","2764000","AUTRES","","OCTOBRE/2022","Deux millions sept cent soixante quatre mille francs congolais","Achat photocopieuse pour guichet unique","17/10/2022 00:00:00","2022/10/17","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","207595463,52","207595463,52","204831463,52","204831463,52","30/12/1899 10:03:22","","","","0","604710","OCTOBRE","2022","","45","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"724","522","Dépenses","Dépenses","Dépenses","0","2560000","AUTRES","","OCTOBRE/2022","Deux millions cinq cent soixante mille francs congolais","Collation trav intensifs inventaire imprimés 25/9-04/10/22","17/10/2022 00:00:00","2022/10/17","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","204831463,52","204831463,52","202271463,52","202271463,52","30/12/1899 10:05:19","","","","0","663841","OCTOBRE","2022","","46","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"725","523","Dépenses","Dépenses","Dépenses","0","200000","AUTRES","","OCTOBRE/2022","Deux cent mille francs congolais","Aide & secours au retraité Maninga","17/10/2022 00:00:00","2022/10/17","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","202271463,52","202271463,52","202071463,52","202071463,52","30/12/1899 10:06:24","","","","0","668360","OCTOBRE","2022","","47","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"729","527","Dépenses","Dépenses","Dépenses","0","80700","AUTRES","","OCTOBRE/2022","Quatre-vingt mille sept cent francs congolais","Frais médicaux famille Ntumba","17/10/2022 00:00:00","2022/10/17","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","201876963,52","201876963,52","201796263,52","201796263,52","30/12/1899 10:10:35","","","","0","632831","OCTOBRE","2022","","51","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"730","528","Dépenses","Dépenses","Dépenses","0","750000","AUTRES","","OCTOBRE/2022","Sept cent cinquante mille francs congolais","Achat registres indicateurs de courriers","17/10/2022 00:00:00","2022/10/17","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","201796263,52","201796263,52","201046263,52","201046263,52","30/12/1899 10:11:58","","","","0","604710","OCTOBRE","2022","","52","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"731","529","Dépenses","Dépenses","Dépenses","0","860600","AUTRES","","OCTOBRE/2022","Huit cent soixante mille six cent francs congolais","Achat rideaux et accessoires pour bureaux","17/10/2022 00:00:00","2022/10/17","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","201046263,52","201046263,52","200185663,52","200185663,52","30/12/1899 10:13:20","","","","0","624000","OCTOBRE","2022","","53","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"965","749","Dépenses","Dépenses","Dépenses","0","547550","AUTRES","","OCTOBRE/2022","Cinq cent quarante sept mille cinq cent cinquante francs congolais","frais de réparation imprimantes","17/10/2022 00:00:00","2022/10/17","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","279454564,56","279454564,56","278907014,56","278907014,56","30/12/1899 11:27:24","","","","0","604720","OCTOBRE","2022","","50","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","SOMMAIRE MOIS DE NOVEMBRE/2022","1"
"766","564","Dépenses","Dépenses","Dépenses","0","1500720","AUTRES","","OCTOBRE/2022","Un million cinq cent mille sept cent vingt francs congolais","Achat Lap Top pour bureau","18/10/2022 00:00:00","2022/10/18","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","173509351,06","173509351,06","172008631,06","172008631,06","30/12/1899 09:34:37","","","","0","604720","OCTOBRE","2022","","91","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"767","565","Dépenses","Dépenses","Dépenses","0","451000","AUTRES","","OCTOBRE/2022","Quatre cent cinquante  et un mille francs congolais","Achat batterie GE/KV","18/10/2022 00:00:00","2022/10/18","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","172008631,06","172008631,06","171557631,06","171557631,06","30/12/1899 09:35:33","","","","0","624000","OCTOBRE","2022","","92","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
