"Num_Auto_Mvt","Num_Mvt","Mvt","MT_Chiffre_Mvt_R","MT_Chiffre_Mvt_D","MT_Lttre_Mvt","Motif_Mvt","Date_Mvt","Date_Mvt1","Code_Service","Service_Mvt","Solde_Av_Mvt","Solde_Av_Mvt1","Solde_Ap_Mvt","Solde_Ap_Mvt1","Heure_Mvt","Benef_Mvt","Code_Rubrique","Rubrique_Mvt","MODIF"
"3523","2971","Dépenses","0","5,55","Dollars américains cinq  et  cinquante cinq  Centimes","Heures supplémentaires","20/02/2012 00:00:00","2012/02/20","Sc","Sciérie","39,86","39,86","34,31","34,31","30/12/1899 15:44:16","Mbiya","65","Heures supplémentaires",""
"3524","2972","Dépenses","0","1,11","Dollars américains un  et onze  Centimes","Transport courses de service","20/02/2012 00:00:00","2012/02/20","Bur","Bureau","34,31","34,31","33,2","33,2","30/12/1899 15:44:43","Guillaume","9","Transport courses de service",""
"3525","2973","Dépenses","0","14","Dollars américains quatorze ","Achat gasoil Poclain ","21/02/2012 00:00:00","2012/02/21","Sc","Sciérie","33,2","33,2","19,2","19,2","30/12/1899 09:30:37","Tweva","14","Achat gasoil Poclain ",""
"3526","2974","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Achat SAE 40","21/02/2012 00:00:00","2012/02/21","Gar","Garage","19,2","19,2","12,54","12,54","30/12/1899 09:33:05","Tweva","153","Achat SAE 40",""
"3527","553","Recettes","200","0","Dollars américains deux cent ","Location Véhicule","21/02/2012 00:00:00","2012/02/21","Gar","Garage","12,54","12,54","212,54","212,54","30/12/1899 11:14:20","Mme Solange/Remorque ","106","Location Véhicule",""
"3528","2975","Dépenses","0","100","Dollars américains  cent  ","Achat pièce de rechange Man","21/02/2012 00:00:00","2012/02/21","Gar","Garage","212,54","212,54","112,54","112,54","30/12/1899 11:55:47","Bombé/Alternateur/Acompte","28","Achat pièce de rechange Man",""
"3529","2976","Dépenses","0","20","Dollars américains  vingt  ","Achat gasoil courses de service","21/02/2012 00:00:00","2012/02/21","Gar","Garage","112,54","112,54","92,54","92,54","30/12/1899 11:56:54","Moïse KAWALA","115","Achat gasoil courses de service",""
"3530","2977","Dépenses","0","50","Dollars américains  cinquante  ","Achat gasoil MAN","21/02/2012 00:00:00","2012/02/21","Gar","Garage","92,54","92,54","42,54","42,54","30/12/1899 11:58:01","Bombé","19","Achat gasoil MAN",""
"3531","2978","Dépenses","0","15","Dollars américains quinze ","Heures supplémentaires","21/02/2012 00:00:00","2012/02/21","Sc","Sciérie","42,54","42,54","27,54","27,54","30/12/1899 14:32:03","Moïse MIKANZU","65","Heures supplémentaires",""
"3532","2979","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","21/02/2012 00:00:00","2012/02/21","Secu","Sécurité","27,54","27,54","20,88","20,88","30/12/1899 14:33:04","Chirro","53","Ration sécurité",""
"3533","554","Recettes","200","0","Dollars américains deux cent ","Prestation de sciage ","22/02/2012 00:00:00","2012/02/22","Sc","Sciérie","0","0","220,88","220,88","30/12/1899 13:04:38","Louise Matsuela","1","Prestation de sciage ",""
"3534","555","Recettes","200","0","Dollars américains deux cent ","Location Véhicule","22/02/2012 00:00:00","2012/02/22","Gar","Garage","220,88","220,88","420,88","420,88","30/12/1899 13:19:01","Norbert","106","Location Véhicule",""
"3535","2980","Dépenses","0","50","Dollars américains  cinquante  ","Achat gasoil DAF","22/02/2012 00:00:00","2012/02/22","Gar","Garage","420,88","420,88","370,88","370,88","30/12/1899 13:19:30","Tweva/Norbert","20","Achat gasoil DAF",""
"3536","2981","Dépenses","0","28","Dollars américains  vingt huit ","Achat gasoil 950","22/02/2012 00:00:00","2012/02/22","Gar","Garage","370,88","370,88","342,88","342,88","30/12/1899 13:19:50","Tweva","211","Achat gasoil 950",""
"3537","2982","Dépenses","0","14","Dollars américains quatorze ","Achat gasoil courses de service","22/02/2012 00:00:00","2012/02/22","Gar","Garage","342,88","342,88","328,88","328,88","30/12/1899 13:20:24","Tweva/Pick up Etienne","115","Achat gasoil courses de service",""
"3538","2983","Dépenses","0","3,33","Dollars américains trois  et  trente trois  Centimes","Achat Disque à couper","22/02/2012 00:00:00","2012/02/22","Sc","Sciérie","328,88","328,88","325,55","325,55","30/12/1899 13:20:50","Tweva","13","Achat Disque à couper",""
"3539","2984","Dépenses","0","4,67","Dollars américains quatre  et  soixante sept  Centimes","Collation équipe en déplacement","22/02/2012 00:00:00","2012/02/22","Gar","Garage","325,55","325,55","320,88","320,88","30/12/1899 13:21:16","Tweva","195","Collation équipe en déplacement",""
"3540","2985","Dépenses","0","100","Dollars américains  cent  ","Versement BIAC","22/02/2012 00:00:00","2012/02/22","Biac","BIAC","320,88","320,88","220,88","220,88","30/12/1899 13:22:05","Tweva","56","Versement BIAC",""
"3541","2986","Dépenses","0","7,5","Dollars américains sept  et  cinquante   Centimes","Achat Rame duplicateur","22/02/2012 00:00:00","2012/02/22","Bur","Bureau","220,88","220,88","213,38","213,38","30/12/1899 13:27:49","Tweva","157","Achat Rame duplicateur",""
"3542","2987","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","22/02/2012 00:00:00","2012/02/22","Secu","Sécurité","213,38","213,38","206,72","206,72","30/12/1899 13:28:12","Shellah","53","Ration sécurité",""
"3543","2988","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Achat carbure","22/02/2012 00:00:00","2012/02/22","Sc","Sciérie","206,72","206,72","200,06","200,06","30/12/1899 14:00:06","MBIYA","10","Achat carbure",""
"3544","2989","Dépenses","0","28","Dollars américains  vingt huit ","Achat gasoil 950","22/02/2012 00:00:00","2012/02/22","Sc","Sciérie","200,06","200,06","172,06","172,06","30/12/1899 14:34:44","Tweva","211","Achat gasoil 950",""
"3545","2990","Dépenses","0","15","Dollars américains quinze ","Heures supplémentaires","22/02/2012 00:00:00","2012/02/22","Sc","Sciérie","172,06","172,06","157,06","157,06","30/12/1899 14:35:45","Moïse MIKANZU","65","Heures supplémentaires",""
"3546","2991","Dépenses","0","20","Dollars américains  vingt  ","Achat gasoil courses de service","22/02/2012 00:00:00","2012/02/22","Gar","Garage","157,06","157,06","137,06","137,06","30/12/1899 14:36:23","Tweva","115","Achat gasoil courses de service",""
"3547","2992","Dépenses","0","100","Dollars américains  cent  ","Salaire","22/02/2012 00:00:00","2012/02/22","Pers","Personnel","137,06","137,06","37,06","37,06","30/12/1899 14:40:59","Tweva","55","Salaire",""
"3548","2993","Dépenses","0","5","Dollars américains cinq ","Communication de service","22/02/2012 00:00:00","2012/02/22","Bur","Bureau","37,06","37,06","32,06","32,06","30/12/1899 14:43:22","Tweva","8","Communication de service",""
"3549","2994","Dépenses","0","3,88","Dollars américains trois  et  quatre-vingt huit  Centimes","Soins médicaux et funéraires","22/02/2012 00:00:00","2012/02/22","Pers","Personnel","32,06","32,06","28,18","28,18","30/12/1899 14:44:46","Moïse/Ornella","69","Soins médicaux et funéraires",""
"3550","2995","Dépenses","0","10","Dollars américains dix ","Achat carbure","23/02/2012 00:00:00","2012/02/23","Sc","Sciérie","28,18","28,18","18,18","18,18","30/12/1899 09:50:35","MBIYA/Ajout","10","Achat carbure",""
"3551","2996","Dépenses","0","2,22","Dollars américains deux  et  vingt deux  Centimes","Transport courses de service","23/02/2012 00:00:00","2012/02/23","Sc","Sciérie","18,18","18,18","15,96","15,96","30/12/1899 09:51:46","Mbiya","9","Transport courses de service",""
"3552","2997","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","23/02/2012 00:00:00","2012/02/23","Secu","Sécurité","15,96","15,96","9,3","9,3","30/12/1899 10:40:12","Chirro","53","Ration sécurité",""
"3553","2998","Dépenses","0","2,22","Dollars américains deux  et  vingt deux  Centimes","Transport courses de service","23/02/2012 00:00:00","2012/02/23","Sc","Sciérie","9,3","9,3","7,08","7,08","30/12/1899 10:40:45","Mbiya/Juiller","9","Transport courses de service",""
"3554","2999","Dépenses","0","5","Dollars américains cinq ","Prélèvement Président","23/02/2012 00:00:00","2012/02/23","Pres","Président","7,08","7,08","2,08","2,08","30/12/1899 11:12:27","Masini/Achat fil à plomb","45","Prélèvement Président",""
"3555","556","Recettes","200","0","Dollars américains deux cent ","Location Véhicule","23/02/2012 00:00:00","2012/02/23","Gar","Garage","0","0","202,08","202,08","30/12/1899 08:25:35","Tweva/Remorque","106","Location Véhicule",""
"3556","3000","Dépenses","0","150","Dollars américains  cent  cinquante  ","Versement BIAC","23/02/2012 00:00:00","2012/02/23","Biac","BIAC","202,08","202,08","52,08","52,08","30/12/1899 08:26:51","Tweva","56","Versement BIAC",""
"3557","3001","Dépenses","0","50","Dollars américains  cinquante  ","Achat gasoil DAF","23/02/2012 00:00:00","2012/02/23","Gar","Garage","52,08","52,08","2,08","2,08","30/12/1899 08:32:48","Tweva","20","Achat gasoil DAF",""
"3558","3002","Dépenses","0","2,08","Dollars américains deux  et huit  Centimes","Communication de service","23/02/2012 00:00:00","2012/02/23","Bur","Bureau","2,08","2,08","0","0","30/12/1899 08:34:07","Tweva","8","Communication de service",""
"3559","557","Recettes","11000","0","Dollars américains mille ","Location BARGE","24/02/2012 00:00:00","2012/02/24","Oc","Unités Fluviales","0","0","11000","11000","30/12/1899 09:32:27","Khalil ","132","Location BARGE",""
"3560","3003","Dépenses","0","500","Dollars américains cinq cent ","Achat batterie","24/02/2012 00:00:00","2012/02/24","Gar","Garage","11000","11000","10500","10500","30/12/1899 09:33:48","Tweva/Litige Batteries New Star","96","Achat batterie",""
"3561","3004","Dépenses","0","400","Dollars américains quatre cent ","Prélèvement Président","24/02/2012 00:00:00","2012/02/24","Pres","Président","10500","10500","10100","10100","30/12/1899 09:34:17","Kabongo","45","Prélèvement Président",""
"3562","3005","Dépenses","0","2120","Dollars américains deux mille   cent  vingt  ","Salaire","24/02/2012 00:00:00","2012/02/24","Pers","Personnel","10100","10100","7980","7980","30/12/1899 09:34:49","Tweva","55","Salaire",""
"3563","3006","Dépenses","0","500","Dollars américains cinq cent ","INSS","24/02/2012 00:00:00","2012/02/24","in","INSS","7980","7980","7480","7480","30/12/1899 09:35:19","Tweva","201","INSS",""
"3564","3007","Dépenses","0","499","Dollars américains quatre centquatre vingt  dix-neuf ","INSS","24/02/2012 00:00:00","2012/02/24","in","INSS","7480","7480","6981","6981","30/12/1899 09:35:52","Tweva/décembre et janvier","201","INSS",""
"3565","3008","Dépenses","0","700","Dollars américains sept cent ","Achat pièces de rechange","24/02/2012 00:00:00","2012/02/24","Gar","Garage","6981","6981","6281","6281","30/12/1899 09:36:36","Tweva/Pompe d'injection Tata","98","Achat pièces de rechange",""
"3566","3009","Dépenses","0","400","Dollars américains quatre cent ","Achat pièces de rechange","24/02/2012 00:00:00","2012/02/24","Gar","Garage","6281","6281","5881","5881","30/12/1899 09:37:19","Tweva/boitier de direction Tata","98","Achat pièces de rechange",""
"3567","3010","Dépenses","0","200","Dollars américains deux cent ","Achat pièce de rechange Mitsubishi","24/02/2012 00:00:00","2012/02/24","Gar","Garage","5881","5881","5681","5681","30/12/1899 09:38:04","Tweva","31","Achat pièce de rechange Mitsubishi",""
"3568","3011","Dépenses","0","140","Dollars américains  cent  quarante  ","Achat batterie","24/02/2012 00:00:00","2012/02/24","Gar","Garage","5681","5681","5541","5541","30/12/1899 09:38:47","Tweva/Willy/L200","96","Achat batterie",""
"3569","3012","Dépenses","0","100","Dollars américains  cent  ","Prélèvement Président","24/02/2012 00:00:00","2012/02/24","Pres","Président","5541","5541","5441","5441","30/12/1899 09:39:26","Tweva/Dr Matanda Richard ","45","Prélèvement Président",""
"3570","3013","Dépenses","0","1000","Dollars américains mille ","Achat pièces de rechange","24/02/2012 00:00:00","2012/02/24","Gar","Garage","5441","5441","4441","4441","30/12/1899 09:39:52","Bosco","98","Achat pièces de rechange",""
"3571","3014","Dépenses","0","50","Dollars américains  cinquante  ","Achat cahier de charge","24/02/2012 00:00:00","2012/02/24","BAT","BAT STAR","4441","4441","4391","4391","30/12/1899 09:40:13","Lola","205","Achat cahier de charge",""
"3572","3015","Dépenses","0","100","Dollars américains  cent  ","Achat gasoil 950","24/02/2012 00:00:00","2012/02/24","Gar","Garage","4391","4391","4291","4291","30/12/1899 09:40:36","Tweva","211","Achat gasoil 950",""
"3573","3016","Dépenses","0","2000","Dollars américains deux mille  ","Prélèvement Président","24/02/2012 00:00:00","2012/02/24","Pres","Président","4291","4291","2291","2291","30/12/1899 09:41:08","Tweva/JM/BCDC","45","Prélèvement Président",""
"3574","3017","Dépenses","0","506","Dollars américains cinq centsix ","Achat pièce de rechange Magirus","24/02/2012 00:00:00","2012/02/24","Gar","Garage","2291","2291","1785","1785","30/12/1899 09:42:08","Tweva/Guillaume/Provision Magirus","140","Achat pièce de rechange Magirus",""
"3575","3018","Dépenses","0","208","Dollars américains deux centhuit ","Achat pièces de rechange","24/02/2012 00:00:00","2012/02/24","Gar","Garage","1785","1785","1577","1577","30/12/1899 09:42:43","Tweva/Guillaume/Remorque","98","Achat pièces de rechange",""
"3576","3019","Dépenses","0","900","Dollars américains neuf cent ","Prélèvement Président","24/02/2012 00:00:00","2012/02/24","Fer","Ferme","1577","1577","677","677","30/12/1899 09:43:23","Tweva/Ram banc","45","Prélèvement Président",""
"3577","3020","Dépenses","0","200","Dollars américains deux cent ","Prélèvement Président","24/02/2012 00:00:00","2012/02/24","Pres","Président","677","677","477","477","30/12/1899 09:43:48","Tweva/Me KABAKA","45","Prélèvement Président",""
"3578","3021","Dépenses","0","380","Dollars américains trois cent quatre-vingt  ","Achat fourniture de bureau","24/02/2012 00:00:00","2012/02/24","Bur","Bureau","477","477","97","97","30/12/1899 09:44:19","Tweva/Philippe","91","Achat fourniture de bureau",""
"3579","3022","Dépenses","0","50","Dollars américains  cinquante  ","Prélèvement Président","24/02/2012 00:00:00","2012/02/24","Pres","Président","97","97","47","47","30/12/1899 09:44:52","Tweva/Honorable","45","Prélèvement Président",""
"3580","3023","Dépenses","0","12","Dollars américains douze ","Collation équipe en déplacement","24/02/2012 00:00:00","2012/02/24","Gar","Garage","47","47","35","35","30/12/1899 09:45:35","Tweva/Raph","195","Collation équipe en déplacement",""
"3581","3024","Dépenses","0","30","Dollars américains  trente  ","Prime","24/02/2012 00:00:00","2012/02/24","Gar","Garage","35","35","5","5","30/12/1899 09:46:09","Tweva/Jacques","99","Prime",""
"3582","3025","Dépenses","0","5","Dollars américains cinq ","Prélèvement Président","24/02/2012 00:00:00","2012/02/24","Pres","Président","5","5","0","0","30/12/1899 09:46:30","Tweva/Président","45","Prélèvement Président",""
"3583","558","Recettes","200","0","Dollars américains deux cent ","Location Véhicule","24/02/2012 00:00:00","2012/02/24","Gar","Garage","0","0","200","200","30/12/1899 11:12:16","Mma Annie Moleka/remorque pour lundi","106","Location Véhicule",""
"3584","559","Recettes","30","0","Dollars américains  trente  ","Vente bois ","24/02/2012 00:00:00","2012/02/24","Sc","Sciérie","200","200","230","230","30/12/1899 11:23:34","Nenette","2","Vente bois ",""
"3585","560","Recettes","300","0","Dollars américains trois cent ","Location Véhicule","24/02/2012 00:00:00","2012/02/24","Gar","Garage","0","0","530","530","30/12/1899 13:36:00","Mme Marthe/Remorque ","106","Location Véhicule",""
"3586","561","Recettes","250","0","Dollars américains deux cent cinquante  ","Prestation de sciage ","24/02/2012 00:00:00","2012/02/24","Sc","Sciérie","0","0","780","780","30/12/1899 13:36:46","Mawete","1","Prestation de sciage ",""
"3587","3026","Dépenses","0","50","Dollars américains  cinquante  ","Achat gasoil DAF","24/02/2012 00:00:00","2012/02/24","Gar","Garage","780","780","730","730","30/12/1899 13:37:32","Tweva/Remorque Onatra","20","Achat gasoil DAF",""
"3588","3027","Dépenses","0","56","Dollars américains  cinquante six ","Achat gasoil DAF","24/02/2012 00:00:00","2012/02/24","Gar","Garage","730","730","674","674","30/12/1899 13:37:59","Tweva/Remorque Marthe","20","Achat gasoil DAF",""
"3589","3028","Dépenses","0","2,22","Dollars américains deux  et  vingt deux  Centimes","Communication de service","24/02/2012 00:00:00","2012/02/24","Bur","Bureau","674","674","671,78","671,78","30/12/1899 13:38:28","Tweva/gérant","8","Communication de service",""
"3590","3029","Dépenses","0","2,22","Dollars américains deux  et  vingt deux  Centimes","Soins médicaux et funéraires","24/02/2012 00:00:00","2012/02/24","Pers","Personnel","671,78","671,78","669,56","669,56","30/12/1899 13:38:52","Mavakala","69","Soins médicaux et funéraires",""
"3591","3030","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","24/02/2012 00:00:00","2012/02/24","Secu","Sécurité","669,56","669,56","662,9","662,9","30/12/1899 13:39:11","Shellah","53","Ration sécurité",""
"3592","3031","Dépenses","0","14","Dollars américains quatorze ","Achat Gasoil Mitsubishi","24/02/2012 00:00:00","2012/02/24","Gar","Garage","662,9","662,9","648,9","648,9","30/12/1899 13:39:34","Tweva","25","Achat Gasoil Mitsubishi",""
"3593","3032","Dépenses","0","100","Dollars américains  cent  ","Prêt Accordé","24/02/2012 00:00:00","2012/02/24","Gar","Garage","648,9","648,9","548,9","548,9","30/12/1899 13:40:08","Bombé P/C Mariage coutumier","112","Prêt Accordé",""
"3594","3033","Dépenses","0","10","Dollars américains dix ","Soins médicaux et funéraires","24/02/2012 00:00:00","2012/02/24","Gar","Garage","548,9","548,9","538,9","538,9","30/12/1899 13:40:39","Marcel","69","Soins médicaux et funéraires",""
"3595","3034","Dépenses","0","28","Dollars américains  vingt huit ","Achat gasoil 950","24/02/2012 00:00:00","2012/02/24","Sc","Sciérie","538,9","538,9","510,9","510,9","30/12/1899 13:41:11","Tweva","211","Achat gasoil 950",""
"3596","3035","Dépenses","0","200","Dollars américains deux cent ","Versement BIAC","24/02/2012 00:00:00","2012/02/24","Biac","BIAC","510,9","510,9","310,9","310,9","30/12/1899 13:41:55","Tweva P/C Prestation de sciage","56","Versement BIAC",""
"3597","3036","Dépenses","0","200","Dollars américains deux cent ","Versement BIAC","24/02/2012 00:00:00","2012/02/24","Biac","BIAC","310,9","310,9","110,9","110,9","30/12/1899 13:42:27","Tweva/P/C Remorque","56","Versement BIAC",""
"3598","3037","Dépenses","0","80","Dollars américains  quatre-vingt  ","Divers remboursement ","24/02/2012 00:00:00","2012/02/24","Rm","Divers Remboursements","110,9","110,9","30,9","30,9","30/12/1899 13:43:21","Tweva","43","Divers remboursement ",""
"3599","562","Recettes","200","0","Dollars américains deux cent ","Retour banque","24/02/2012 00:00:00","2012/02/24","Biac","BIAC","30,9","30,9","230,9","230,9","30/12/1899 15:17:00","Tweva","93","Retour banque",""
"3600","3038","Dépenses","0","200","Dollars américains deux cent ","Divers remboursement ","24/02/2012 00:00:00","2012/02/24","Gar","Garage","230,9","230,9","30,9","30,9","30/12/1899 15:18:01","Tweva/remboursement remorque ","43","Divers remboursement ",""
"3601","3039","Dépenses","0","7","Dollars américains sept ","Achat essence tronçonneuse","24/02/2012 00:00:00","2012/02/24","Sc","Sciérie","30,9","30,9","23,9","23,9","30/12/1899 15:19:12","Makanzu","118","Achat essence tronçonneuse",""
"3602","3040","Dépenses","0","5","Dollars américains cinq ","Prélèvement Président","24/02/2012 00:00:00","2012/02/24","Pres","Président","23,9","23,9","18,9","18,9","30/12/1899 15:20:01","Hugo/achat fil","45","Prélèvement Président",""
"3603","3041","Dépenses","0","3,33","Dollars américains trois  et  trente trois  Centimes","Achat SAE 40","24/02/2012 00:00:00","2012/02/24","Sc","Sciérie","18,9","18,9","15,57","15,57","30/12/1899 15:21:58","Makanzu/Tronçonneuse","153","Achat SAE 40",""
"3604","563","Recettes","43","0","Dollars américains  quarante trois ","Vente bois ","25/02/2012 00:00:00","2012/02/25","Sc","Sciérie","15,57","15,57","58,57","58,57","30/12/1899 09:05:50","Mungyamina","2","Vente bois ",""
"3605","564","Recettes","250","0","Dollars américains deux cent cinquante  ","Location MAF BOMBE","25/02/2012 00:00:00","2012/02/25","Gar","Garage","58,57","58,57","308,57","308,57","30/12/1899 09:06:24","Mr NANA","217","Location MAF BOMBE",""
"3606","3042","Dépenses","0","20","Dollars américains  vingt  ","Salaire","25/02/2012 00:00:00","2012/02/25","Pers","Personnel","308,57","308,57","288,57","288,57","30/12/1899 09:07:07","Mungyamina/Acompte sur salaire","55","Salaire",""
"3607","3043","Dépenses","0","5","Dollars américains cinq ","Communication de service","25/02/2012 00:00:00","2012/02/25","Bur","Bureau","288,57","288,57","283,57","283,57","30/12/1899 09:08:15","Tweva","8","Communication de service",""
"3608","3044","Dépenses","0","20","Dollars américains  vingt  ","Achat gasoil MAN","25/02/2012 00:00:00","2012/02/25","Gar","Garage","283,57","283,57","263,57","263,57","30/12/1899 09:08:44","Bombé","19","Achat gasoil MAN",""
"3609","3045","Dépenses","0","60","Dollars américains  soixante  ","Achat gasoil MAN","25/02/2012 00:00:00","2012/02/25","Gar","Garage","263,57","263,57","203,57","203,57","30/12/1899 09:09:28","Bombé/Course Kinkole","19","Achat gasoil MAN",""
"3610","565","Recettes","300","0","Dollars américains trois cent ","Prestation de sciage ","25/02/2012 00:00:00","2012/02/25","Sc","Sciérie","203,57","203,57","503,57","503,57","30/12/1899 09:10:47","Louise MAT","1","Prestation de sciage ",""
"3611","3046","Dépenses","0","200","Dollars américains deux cent ","Versement BIAC","25/02/2012 00:00:00","2012/02/25","Biac","BIAC","503,57","503,57","303,57","303,57","30/12/1899 09:12:20","Tweva/Prestation de sciage ","56","Versement BIAC",""
"3612","3047","Dépenses","0","70","Dollars américains  soixante-dix  ","Achat outils","25/02/2012 00:00:00","2012/02/25","Gar","Garage","303,57","303,57","233,57","233,57","30/12/1899 09:14:34","Tweva/Loboko/Tôles ","97","Achat outils",""
"3613","3048","Dépenses","0","14","Dollars américains quatorze ","Achat Gasoil Mitsubishi","25/02/2012 00:00:00","2012/02/25","Gar","Président","233,57","233,57","219,57","219,57","30/12/1899 09:15:46","Tweva/Moïse Kawala","25","Achat Gasoil Mitsubishi",""
"3614","3049","Dépenses","0","10","Dollars américains dix ","Achat SAE 40","25/02/2012 00:00:00","2012/02/25","Gar","Garage","219,57","219,57","209,57","209,57","30/12/1899 09:16:27","Tweva/Marcel/Poclain ","153","Achat SAE 40",""
"3615","3050","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","25/02/2012 00:00:00","2012/02/25","Secu","Sécurité","209,57","209,57","202,91","202,91","30/12/1899 09:19:45","Chirro","53","Ration sécurité",""
"3616","3051","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Achat SAE 40","25/02/2012 00:00:00","2012/02/25","Sc","Sciérie","202,91","202,91","196,25","196,25","30/12/1899 10:11:55","Trésor/Marteau Piqueur","153","Achat SAE 40",""
"3617","3052","Dépenses","0","7,77","Dollars américains sept  et soixante dix-sept  Centimes","Achat SAE 40","25/02/2012 00:00:00","2012/02/25","Sc","Sciérie","196,25","196,25","188,48","188,48","30/12/1899 10:36:38","Magloire/Foutus","153","Achat SAE 40",""
"3618","3053","Dépenses","0","150","Dollars américains  cent  cinquante  ","Versement BIAC","25/02/2012 00:00:00","2012/02/25","Biac","BIAC","188,48","188,48","38,48","38,48","30/12/1899 15:00:50","Tweva","56","Versement BIAC",""
"3619","3054","Dépenses","0","5","Dollars américains cinq ","Transport agents","25/02/2012 00:00:00","2012/02/25","Pers","Personnel","38,48","38,48","33,48","33,48","30/12/1899 15:01:57","Tweva","135","Transport agents",""
"3620","3055","Dépenses","0","14","Dollars américains quatorze ","Achat Gasoil Mitsubishi","27/02/2012 00:00:00","2012/02/27","Gar","Garage","33,48","33,48","19,48","19,48","30/12/1899 11:07:02","Tweva","25","Achat Gasoil Mitsubishi",""
"3621","3056","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","27/02/2012 00:00:00","2012/02/27","Secu","Sécurité","19,48","19,48","12,82","12,82","30/12/1899 11:07:25","Chirro","53","Ration sécurité",""
"3622","3057","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Achat pièces de rechange scierie","27/02/2012 00:00:00","2012/02/27","Sc","Sciérie","12,82","12,82","6,16","6,16","30/12/1899 11:08:00","Moïse MIKANZU/6 boulons chariot","185","Achat pièces de rechange scierie",""
"3623","566","Recettes","380","0","Dollars américains trois cent quatre-vingt  ","Recu de la Banque","27/02/2012 00:00:00","2012/02/27","Tmb","TMB","6,16","6,16","386,16","386,16","30/12/1899 11:19:26","Guillaume","5","Recu de la Banque",""
"3624","3058","Dépenses","0","300","Dollars américains trois cent ","Electricité/SNEL","27/02/2012 00:00:00","2012/02/27","Elec","Electricité","386,16","386,16","86,16","86,16","30/12/1899 11:31:51","Guillaume","41","Electricité/SNEL",""
"3625","3059","Dépenses","0","20","Dollars américains  vingt  ","Achat gasoil Fourgonnette","27/02/2012 00:00:00","2012/02/27","Gar","Garage","86,16","86,16","66,16","66,16","30/12/1899 11:32:17","Guillaume","15","Achat gasoil Fourgonnette",""
"3626","3060","Dépenses","0","8","Dollars américains huit ","Achat SAE 40","27/02/2012 00:00:00","2012/02/27","Gar","Garage","66,16","66,16","58,16","58,16","30/12/1899 11:32:39","Guillaume","153","Achat SAE 40",""
"3627","3061","Dépenses","0","50","Dollars américains  cinquante  ","Achat gasoil Kawasaki","27/02/2012 00:00:00","2012/02/27","Gar","Garage","58,16","58,16","8,16","8,16","30/12/1899 11:33:06","Guillaume","16","Achat gasoil Kawasaki",""
"3628","567","Recettes","450","0","Dollars américains quatre cent cinquante  ","Location Véhicule","27/02/2012 00:00:00","2012/02/27","Gar","Garage","8,16","8,16","458,16","458,16","30/12/1899 11:33:52","Guillaume/Norbert","106","Location Véhicule",""
"3629","3062","Dépenses","0","114","Dollars américains  cent quatorze ","Achat gasoil DAF","27/02/2012 00:00:00","2012/02/27","Gar","Garage","458,16","458,16","344,16","344,16","30/12/1899 11:34:16","Guillaume","20","Achat gasoil DAF",""
"3630","3063","Dépenses","0","25","Dollars américains  vingt cinq ","Collation équipe en déplacement","27/02/2012 00:00:00","2012/02/27","Gar","Garage","344,16","344,16","319,16","319,16","30/12/1899 11:34:35","Guillaume","195","Collation équipe en déplacement",""
"3631","3064","Dépenses","0","56","Dollars américains  cinquante six ","Heures supplémentaires","27/02/2012 00:00:00","2012/02/27","Pers","Personnel","319,16","319,16","263,16","263,16","30/12/1899 11:35:04","Guillaume","65","Heures supplémentaires",""
"3632","3065","Dépenses","0","2,22","Dollars américains deux  et  vingt deux  Centimes","Communication de service","27/02/2012 00:00:00","2012/02/27","Bur","Bureau","263,16","263,16","260,94","260,94","30/12/1899 11:35:31","Guillaume","8","Communication de service",""
"3633","3066","Dépenses","0","200","Dollars américains deux cent ","Versement BIAC","27/02/2012 00:00:00","2012/02/27","Biac","BIAC","260,94","260,94","60,94","60,94","30/12/1899 11:35:57","Tweva","56","Versement BIAC",""
"3634","3067","Dépenses","0","30","Dollars américains  trente  ","Achat pièce de rechange DAF","27/02/2012 00:00:00","2012/02/27","Gar","Garage","60,94","60,94","30,94","30,94","30/12/1899 11:36:28","Guillaume/Tweva/Filtre","29","Achat pièce de rechange DAF",""
"3635","3068","Dépenses","0","5","Dollars américains cinq ","Communication de service","27/02/2012 00:00:00","2012/02/27","Bur","Bureau","30,94","30,94","25,94","25,94","30/12/1899 11:37:00","Guillaume","8","Communication de service",""
"3636","3069","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","27/02/2012 00:00:00","2012/02/27","Secu","Sécurité","25,94","25,94","19,28","19,28","30/12/1899 11:38:17","Mbaya/Dimanche","53","Ration sécurité",""
