"Num_Auto_Bc","Num_BS_Caisse","Motif_Bs","MT_Chiffre_BS","MT_Lttre_BS","Date_Sortie","Date_Sortie1","Code_Service","Heure_s","Benef","Code_Rubrique","COD","SUPPRIM","NBEO"
"1738","1719","Collation au comité de suivi fonds social janvier 23","3600000","Trois millions six cent mille francs congolais","14/02/2023 00:00:00","2023/02/14","","30/12/1899 14:51:59","","","","NON","7698"
"1739","1720","Frais funéraire Kamwanga","512500","Cinq cent douze mille cinq cent francs congolais","14/02/2023 00:00:00","2023/02/14","","30/12/1899 14:52:55","","","","NON","7699"
"1740","1721","Collation commis.discipline dos.Kikadilu 3e acpte","1198000","Un million cent quatre-vingt  dix-huit mille francs congolais","14/02/2023 00:00:00","2023/02/14","","30/12/1899 14:54:56","","","","NON","7700"
"1741","1722","Achat cric 10T jeep 8236","147000","Cent quarante sept mille francs congolais","14/02/2023 00:00:00","2023/02/14","","30/12/1899 14:55:53","","","","NON","7701"
"1742","1723","Achat pièces de rechanges jeep 5598","1591000","Un million cinq cent quatre-vingt  onze et mille francs congolais","14/02/2023 00:00:00","2023/02/14","","30/12/1899 08:32:10","","","","NON","7702"
"1743","1724","Achat rotules de direction jeeps 4402, 4393","1170000","Un million cent soixante  dix mille francs congolais","14/02/2023 00:00:00","2023/02/14","","30/12/1899 08:33:07","","","","NON","7703"
"1744","1725","Frais d'approvisionnement frigo SDA","220000","Deux cent vingt mille francs congolais","14/02/2023 00:00:00","2023/02/14","","30/12/1899 08:33:51","","","","NON","7704"
"1745","1726","Achat matériels et réparation photocopieuse","210000","Deux cent dix mille francs congolais","14/02/2023 00:00:00","2023/02/14","","30/12/1899 08:35:05","","","","NON","7705"
"1746","1727","Collation réamenagement toilettes effectués 15/02/23","260000","Deux cent soixante mille francs congolais","14/02/2023 00:00:00","2023/02/14","","30/12/1899 08:37:59","","","","NON","7706"
"1747","1728","Frais d'approvisionnement frigo bureau comptable","180000","Cent quatre-vingt mille francs congolais","14/02/2023 00:00:00","2023/02/14","","30/12/1899 08:39:02","","","","NON","7707"
"1748","1729","Frais d'approvisionnement frigo SDAF","220000","Deux cent vingt mille francs congolais","14/02/2023 00:00:00","2023/02/14","","30/12/1899 08:41:23","","","","NON","7708"
"1749","1730","Prime informaticien octobre, novembre 2022","9862671","Neuf millions huit cent soixante deux mille six cent soixante  onze et francs congolais","14/02/2023 00:00:00","2023/02/14","","30/12/1899 08:43:30","","","","NON","7709"
"1750","1731","Prime trav. intentifs récolte données fixat° assignat. acpte","3000000","Trois millions de francs congolais","14/02/2023 00:00:00","2023/02/14","","30/12/1899 08:45:46","","","","NON","7710"
"1751","1732","Courses de service Lumumba","15000","Quinze mille francs congolais","14/02/2023 00:00:00","2023/02/14","","30/12/1899 08:46:28","","","","NON","7711"
"1752","1733","Frais d'approvisionnement frigo IFI","200000","Deux cent mille francs congolais","14/02/2023 00:00:00","2023/02/14","","30/12/1899 08:47:15","","","","NON","7712"
"1753","1734","Achat 02 sabots de frein avant jeep 8237","420000","Quatre cent vingt mille francs congolais","14/02/2023 00:00:00","2023/02/14","","30/12/1899 08:49:00","","","","NON","7712 "
"1754","1735","Achat 01 clé de contact jeep 8780","273000","Deux cent soixante  treize mille francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 08:50:15","","","","NON","7713"
"1755","1736","Achat 01 stator 24 V véh. 6345","600000","Six cent mille francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 08:51:43","","","","NON","7715"
"1756","1737","Achat bloc auto pour 02 jeeps 8780, 4306","210000","Deux cent dix mille francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 08:52:56","","","","NON","7716"
"1757","1738","Achat chaises bureau","595400","Cinq cent quatre-vingt  quinze mille quatre cent francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 08:56:19","","","","NON","7717"
"1758","1739","Achat 01 batterie 95 AH 12V jeep 5604","273000","Deux cent soixante  treize mille francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 08:57:18","","","","NON","7718"
"1759","1740","Paiement facture SNEL bureau Mitendi","260875","Deux cent soixante mille huit cent soixante  quinze francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 08:58:13","","","","NON","7719"
"1760","1741","Frais médicaux enfant Ntumba Malutshi","960000","Neuf cent soixante mille francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 09:00:24","","","","NON","7720"
"1761","1742","Frais médicaux Lumana Nde","530000","Cinq cent trente mille francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 09:01:11","","","","NON","7721"
"1762","1743","Frais de reliure rapports","100000","Cent mille francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 09:01:54","","","","NON","7722"
"1763","1744","Frais médicaux Anifa Fimbu (solde)","3050453","Trois millions cinquante mille quatre cent cinquante trois francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 09:02:59","","","","NON","7723"
"1764","1745","Assistance pour cas sinistre","2000000","Deux millions de francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 09:03:59","","","","NON","7724"
"1765","1746","Frais médicaux Mbanza Mutombo","1189050","Un million cent quatre-vingt neuf mille cinquante francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 09:05:20","","","","NON","7725"
"1766","1747","Frais médicaux Nsenga Ilunga","289800","Deux cent quatre-vingt neuf mille huit cent neuf francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 09:06:26","","","","NON","7726"
"1767","1748","Emprunt financier Kavwalemba ","1100000","Un million cent mille francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 13:27:02","","","","NON","7727"
"1768","1749","Courses de service Lumumba","15000","Quinze mille francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 13:29:28","","","","NON","7728"
"1769","1750","Frais de nettoyage de 02 bus tata","120000","Cent vingt mille francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 13:30:18","","","","NON","7729"
"1770","1751","Prime PV CX n°04/23 P/C Motema Pascal","14250153,5","Quatorze millions deux cent cinquante mille cent cinquante trois et cinquante centime francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 13:32:07","","","","NON","7730"
"1771","1752","Achat disque roue avant,2 rotules suspension avant 8236","264000","Deux cent soixante quatre mille francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 13:34:09","","","","NON","7731"
"1772","1753","Courses de service Basolua","15000","Quinze mille francs congolais","15/02/2023 00:00:00","2023/02/15","","30/12/1899 13:34:50","","","","NON","7732 "
"1773","1754","Prime CX PV n°05/23 P/C Ibrahim Mohammed","3992469,5","Trois millions neuf cent quatre-vingt  douze mille quatre cent soixante neuf et cinquante centime francs congolais","16/02/2023 00:00:00","2023/02/16","","30/12/1899 13:36:51","","","","NON","7733"
"1774","1755","Frais médicaux Tshiama 2eme tranche","2237900","Deux millions deux cent trente sept mille neuf cent sept francs congolais","16/02/2023 00:00:00","2023/02/16","","30/12/1899 08:53:52","","","","NON","7734"
"1775","1756","Frais médicaux enfant agent Lumana Nde","625000","Six cent vingt cinq mille francs congolais","16/02/2023 00:00:00","2023/02/16","","30/12/1899 08:55:11","","","","NON"," 7735 "
"1776","1757","Frais médicaux enfant agent Ntumba Malutshi","705000","Sept cent cinq mille francs congolais","16/02/2023 00:00:00","2023/02/16","","30/12/1899 08:56:06","","","","NON","7736 "
"1777","1758","Frais médicaux enfant Gule Kibala","718200","Sept cent dix-huit mille deux cent francs congolais","16/02/2023 00:00:00","2023/02/16","","30/12/1899 08:56:55","","","","NON","7737"
"1778","1759","Frais d'entretien 3 jeeps 5605,7252,5598","1254000","Un million deux cent cinquante quatre mille francs congolais","16/02/2023 00:00:00","2023/02/16","","30/12/1899 08:58:23","","","","NON","7738"
"1779","1760","Achat rallonges pour bureaux","60525","Soixante mille cinq cent vingt cinq francs congolais","16/02/2023 00:00:00","2023/02/16","","30/12/1899 08:59:21","","","","NON","7739"
"1780","1761","Achat 1 tireur d'equilibrage 8237","176000","Cent soixante  seize mille francs congolais","16/02/2023 00:00:00","2023/02/16","","30/12/1899 09:00:26","","","","NON","7740"
"1781","1762","Courses de service Ntumba","20000","Vingt mille francs congolais","16/02/2023 00:00:00","2023/02/16","","30/12/1899 09:01:02","","","","NON","7741"
"1782","1763","Pment facture Régideso KV, GU janvier 2023","1669499,58","Un million six cent soixante neuf mille quatre cent quatre-vingt  dix-neuf et cinquante huit centime francs congolais","17/02/2023 00:00:00","2023/02/17","","30/12/1899 09:03:30","","","","NON","7742"
"1783","1764","Frais de reliure rapport","30000","Trente mille francs congolais","17/02/2023 00:00:00","2023/02/17","","30/12/1899 09:07:39","","","","NON","7744"
"1784","1765","Frais d'abonnement CANAL +","748000","Sept cent quarante huit mille francs congolais","17/02/2023 00:00:00","2023/02/17","","30/12/1899 09:09:36","","","","NON","7745"
"1785","1766","Achat 1 table copieur","350000","Trois cent cinquante mille francs congolais","17/02/2023 00:00:00","2023/02/17","","30/12/1899 09:11:07","","","","NON","7743"
"1786","1767","Fabrication 03 cachets bureau TCPK","462000","Quatre cent soixante deux mille francs congolais","17/02/2023 00:00:00","2023/02/17","","30/12/1899 09:14:06","","","","NON","7746"
"1787","1768","Courses de service Kangala","10000","Dix mille francs congolais","17/02/2023 00:00:00","2023/02/17","","30/12/1899 09:15:11","","","","NON","7747 "
"1788","1769","Courses de service du comptable","15000","Quinze mille francs congolais","17/02/2023 00:00:00","2023/02/17","","30/12/1899 09:16:02","","","","NON","7748"
"1789","1770","Achat équipment réseau pr rétablir la connexion KV","912000","Neuf cent douze mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 10:19:14","","","","NON","7749"
"1790","1771","Courses de service Massamba","10000","Dix mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 10:20:01","","","","NON","7750"
"1791","1772","Achat câble électrique bureau syndical","25000","Vingt cinq mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 10:21:26","","","","NON","1251"
"1792","1773","Achat carburant charroi","1450000","Un million quatre cent cinquante mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 10:38:42","","","","NON","1252"
"1793","1774","Achat pièces de rechanges 8236","1770000","Un million sept cent soixante  dix mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 10:39:39","","","","NON","1253"
"1794","1775","Achat chambres à air ","186000","Cent quatre-vingt six mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 10:40:35","","","","NON","1254"
"1795","1776","Achat ouvrages en plastiques","450000","Quatre cent cinquante mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 10:42:10","","","","NON","1255"
"1796","1777","Achat cadenas","136000","Cent trente six mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 10:43:07","","","","NON","1256"
"1797","1778","Frais de réparation jeep 8237","2100000","Deux millions cent mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 10:43:51","","","","NON","1257"
"1798","1779","Achat rotules de direction 4406","989000","Neuf cent quatre-vingt neuf mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 10:44:44","","","","NON","1258"
"1799","1780","Achat serrures pour bureaux","225000","Deux cent vingt cinq mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 10:45:45","","","","NON","1259"
"1800","1781","Achat disque de roue jeep","760000","Sept cent soixante mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 10:46:35","","","","NON","1260"
"1801","1782","Achat imprimante en couleur laser jet color","915000","Neuf cent quinze mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 10:48:54","","","","NON","1261"
"1802","1783","Complément ration aux policiers de garde","400000","Quatre cent mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 10:49:48","","","","NON","1262"
"1803","1784","Travaux d'assainissement au guichet unique","800000","Huit cent mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 11:05:10","","","","NON","1263"
"1804","1785","Achat filtre à air et gasoil 5604","630000","Six cent trente mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 11:06:05","","","","NON","1264"
"1805","1786","Achat pneus 750 R 16 pour jeep","2365000","Deux millions trois cent soixante cinq mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 11:07:20","","","","NON","1265"
"1806","1787","Achat 2 batteries 120 AH","910000","Neuf cent dix mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 11:08:05","","","","NON","1266"
"1807","1788","Achat switchs à multiples pôles","840000","Huit cent quarante mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 11:09:07","","","","NON","1267"
"1808","1789","Achat rétroviseurs pour 2 jeeps  ","260000","Deux cent soixante mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 11:11:06","","","","NON","1268"
"1809","1790","Achat carte mémoire et accessoires groupe électrogène","1970000","Un million neuf cent soixante  dix mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 11:17:27","","","","NON","1269"
"1810","1791","Achat cric pour jeep","145000","Cent quarante cinq mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 11:18:01","","","","NON","1270"
"1811","1792","Achat pompe à eau pour véhicules","916000","Neuf cent seize mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 11:19:22","","","","NON","1271"
"1812","1793","Courses de service Ewango","5000","Cinq mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 11:34:10","","","","NON","1272"
"1813","1794","Collation encadrement ressources propres janv 23","3161500","Trois millions cent soixante  et un mille cinq cent un francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 11:35:41","","","","NON","1273"
"1814","1795","Achat forunitures de bureaux","3700000","Trois millions sept cent mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 11:36:38","","","","NON","1274"
"1815","1796","Frais médicaux Kasangandjo Wanduma","504800","Cinq cent quatre mille huit cent francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 11:37:54","","","","NON","1275"
"1816","1797","Frais médicaux enfant Ntumba","604000","Six cent quatre mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 11:38:43","","","","NON","1276"
"1817","1798","Collation élaboration rapport d'activités nov 22","1980000","Un million neuf cent quatre-vingt mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 11:41:03","","","","NON","1277"
"1818","1799","Frais d'entretien moquette janvier 23","850000","Huit cent cinquante mille francs congolais","20/02/2023 00:00:00","2023/02/20","","30/12/1899 11:42:05","","","","NON","1278"
"1819","1800","Frais d'installation licence windows","322000","Trois cent vingt deux mille francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 12:09:02","","","","NON","1279"
"1820","1801","Achat 03 pneus 1000 DWA 11 pour bus","3720000","Trois millions sept cent vingt mille francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 12:10:22","","","","NON","1280"
"1821","1802","Achat ustenciles de cuisine aux policietrs de garde GU","275000","Deux cent soixante  quinze mille francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 12:11:31","","","","NON","1281"
"1822","1803","La mise en service des ordinateurs","300000","Trois cent mille francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 12:12:31","","","","NON","1282"
"1823","1804","Installation anti virus,switchs,configuration réseau sydonia","943600","Neuf cent quarante trois mille six cent trois francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 12:14:41","","","","NON","1283 "
"1824","1805","Achat phares pour bus ","1300000","Un million trois cent mille francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 12:17:11","","","","NON","1284"
"1825","1806","Achat évaporateur jeep","812000","Huit cent douze mille francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 12:17:59","","","","NON","1285"
"1826","1807","Frais entretien et réparation photocopieuse","683400","Six cent quatre-vingt trois mille quatre cent trois francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 12:28:47","","","","NON","1286"
"1827","1808","Achat jantes pour véhicules","1500400","Un million cinq cent mille quatre cent francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 12:30:03","","","","NON","1287"
"1828","1809","Achat sèches mains","1080000","Un million quatre-vingt mille francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 12:31:04","","","","NON","1288"
"1829","1810","Frais de rafraichissement peinture bureau SDBLF ","900600","Neuf cent mille six cent francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 12:32:31","","","","NON","1289"
"1830","1811","Achat parabrises pour la jeep","979400","Neuf cent soixante  dix-neuf mille quatre cent francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 12:33:39","","","","NON","1290"
"1831","1812","Frais d'impression cartes de visites SDBLF","220000","Deux cent vingt mille francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 12:34:34","","","","NON","1291"
"1832","1813","Achat couverts de tables","205000","Deux cent cinq mille francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 12:35:32","","","","NON","1292"
"1833","1814","Frais médicaux enfant agent Kwale","523800","Cinq cent vingt trois mille huit cent trois francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 13:15:28","","","","NON","1293"
"1834","1815","Déplacement, communication à l'IAJCX","2000000","Deux millions de francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 13:16:35","","","","NON","1294"
"1835","1816","Réparation du système turbo d'alimentation 5596","1119000","Un million cent dix-neuf mille francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 13:18:11","","","","NON","1295"
"1836","1817","Frais de fabircation étagères ","3925600","Trois millions neuf cent vingt cinq mille six cent cinq francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 13:19:08","","","","NON","1296"
"1837","1818","Achat extincteurs ","2640000","Deux millions six cent quarante mille francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 13:20:00","","","","NON","1297"
"1838","1819","Achat serrures de sécurités","250000","Deux cent cinquante mille francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 13:20:51","","","","NON","4298"
"1839","1820","Achat disk externes pour ordinateurs","1050000","Un million cinquante mille francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 13:21:46","","","","NON","1299"
"1840","1821","Aide & secours aus leprux","400000","Quatre cent mille francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 13:24:53","","","","NON","1300"
"1841","1822","Prêt remboursable Katanda","1500000","Un million cinq cent mille francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 13:26:14","","","","NON","7751"
"1842","1823","Achat tables et chaises","2914000","Deux millions neuf cent quatorze mille francs congolais","21/02/2023 00:00:00","2023/02/21","","30/12/1899 13:27:14","","","","NON","7752"
"1843","1824","Frais de reliure et photocopies rapports","68000","Soixante huit mille francs congolais","22/02/2023 00:00:00","2023/02/22","","30/12/1899 13:28:28","","","","NON","7753"
"1844","1825","Achat Aniosgel ","1406250","Un million quatre cent six mille deux cent cinquante francs congolais","22/02/2023 00:00:00","2023/02/22","","30/12/1899 13:29:47","","","","NON","7754"
"1845","1826","Achat box pour internet ","497850","Quatre cent quatre-vingt  dix-sept mille huit cent cinquante francs congolais","22/02/2023 00:00:00","2023/02/22","","30/12/1899 13:30:50","","","","NON","7755"
"1846","1827","Achat échelle pour guichet unique","787500","Sept cent quatre-vingt sept mille cinq cent sept francs congolais","22/02/2023 00:00:00","2023/02/22","","30/12/1899 13:31:46","","","","NON","7756"
"1847","1828","Achat dictionnaire","202500","Deux cent deux mille cinq cent francs congolais","22/02/2023 00:00:00","2023/02/22","","30/12/1899 13:32:34","","","","NON","7757"
"1848","1829","Achat tables et chaises pour bureaux","7567000","Sept millions cinq cent soixante sept mille francs congolais","23/02/2023 00:00:00","2023/02/23","","30/12/1899 07:38:22","","","","NON","7758"
"1849","1830","Réparat
 circuit électrique,achat sae 90 ","100000","Cent mille francs congolais","23/02/2023 00:00:00","2023/02/23","","30/12/1899 07:41:46","","","","NON","7759"
"1850","1831","Courses de service Lumumba","15000","Quinze mille francs congolais","23/02/2023 00:00:00","2023/02/23","","30/12/1899 07:42:37","","","","NON","7760"
"1851","1832","Frais de reliure rapports d'activités","60000","Soixante mille francs congolais","23/02/2023 00:00:00","2023/02/23","","30/12/1899 07:43:20","","","","NON","7761"
"1852","1833","Aide & secours Schaotange Lutha","200000","Deux cent mille francs congolais","24/02/2023 00:00:00","2023/02/24","","30/12/1899 07:44:16","","","","NON","7762"
"1853","1834","Achat matériels de plomberies","1990600","Un million neuf cent quatre-vingt  dix mille six cent francs congolais","13/02/2023 00:00:00","2023/02/13","","30/12/1899 08:10:06","","","","NON","7662"
"1854","1835","Achat matériels électriques","180000","Cent quatre-vingt mille francs congolais","13/02/2023 00:00:00","2023/02/13","","30/12/1899 08:11:11","","","","NON","7663"
"1855","1836","PV CX N° 05/23 P/C Ibrahim Mohammed","3992469,5","Trois millions neuf cent quatre-vingt  douze mille quatre cent soixante neuf et cinquante centime francs congolais","16/02/2023 00:00:00","2023/02/16","","30/12/1899 09:13:05","","","","OUI","7733"
"1856","1837","Frais médicaux Tshiama 2eme acpte","2237900","Deux millions deux cent trente sept mille neuf cent sept francs congolais","16/02/2023 00:00:00","2023/02/16","","30/12/1899 09:14:26","","","","OUI","7734"
"1857","1838","Aide & secours Schaotange Lutha","200000","Deux cent mille francs congolais","24/02/2023 00:00:00","2023/02/24","","30/12/1899 08:23:34","","","","OUI","7762"
"1858","1839","Achat fournitures de bureaux","2500000","Deux millions cinq cent mille francs congolais","24/02/2023 00:00:00","2023/02/24","","30/12/1899 08:26:35","","","","NON","7763 "
"1859","1840","Achat SAE 90 pour jeep 8236","58000","Cinquante huit mille francs congolais","27/02/2023 00:00:00","2023/02/27","","30/12/1899 08:28:11","","","","NON","7764"
"1860","1841","Frais fonctionnement de l'unité genre","500000","Cinq cent mille francs congolais","27/02/2023 00:00:00","2023/02/27","","30/12/1899 08:29:29","","","","NON","7765"
"1861","1842","Prime du comptable février 2023","700000","Sept cent mille francs congolais","27/02/2023 00:00:00","2023/02/27","","30/12/1899 08:30:32","","","","NON","7766"
"1862","1843","Pment fact. SCPT, cons.energie électr GU juin 22","5150200","Cinq millions cent cinquante mille deux cent francs congolais","27/02/2023 00:00:00","2023/02/27","","30/12/1899 08:55:00","","","","NON","7767"
"1863","1844","Courses de service Basolua","15000","Quinze mille francs congolais","27/02/2023 00:00:00","2023/02/27","","30/12/1899 08:56:55","","","","NON","7768"
"1864","1845","Collation hebdo aux policiers de garde 01-28/02/23","1000000","Un million de francs congolais","27/02/2023 00:00:00","2023/02/27","","30/12/1899 08:59:04","","","","NON","7769"
"1865","1846","Frais de gardiennage 02 bus tata","280000","Deux cent quatre-vingt mille francs congolais","27/02/2023 00:00:00","2023/02/27","","30/12/1899 09:01:11","","","","NON","7770"
"1866","1847","Collation mensuelle aux policiers de garde fev 23","3000000","Trois millions de francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 09:04:43","","","","NON","7771"
"1867","1848","Frais d'intervention sces extérieurs","100000","Cent mille francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 09:08:05","","","","NON","7772"
"1868","1849","Frais d'abonnement internet microcom,orange,africell","2422200","Deux millions quatre cent vingt deux mille deux cent deux francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 09:09:16","","","","NON","7773"
"1869","1850","frais funeraire","504000","Cinq cent quatre mille francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 09:12:24","","","","NON","7775"
"1870","1851","Achat rallonge CETINKAYA 4 places","345000","Trois cent quarante cinq mille francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 09:14:43","","","","NON","7775"
"1871","1852","Courses de service de l'IRT 03-24/2/23","2832000","Deux millions huit cent trente deux mille francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 09:16:14","","","","NON","7776"
"1872","1853","Collation policiers commis à la garde des canots rapides B/NG","1050000","Un million cinquante mille francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 09:18:13","","","","NON","7777"
"1873","1854","Assistance mariage Nondo Dianda","1000000","Un million de francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 09:19:45","","","","NON","7778"
"1874","1855","Frais de transport aux nettoyeurs févr 23","980000","Neuf cent quatre-vingt mille francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 09:20:55","","","","NON","7779 "
"1875","1856","Achat stabilisateurTanaka 3.000 W","345000","Trois cent quarante cinq mille francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 09:22:06","","","","NON","7780"
"1876","1857","Retribution aux nettoyeurs févr 23","3000000","Trois millions de francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 09:23:07","","","","NON","7781"
"1877","1858","Frais de montage photocopieuse","45000","Quarante cinq mille francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 08:35:20","","","","NON","7782"
"1878","1859","Courses de service Lumumba","15000","Quinze mille francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 08:36:05","","","","NON","7783"
"1879","1860","Frais de restauration aux policiers de garde","30000","Trente mille francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 08:37:09","","","","NON","7784"
"1880","1861","Communication aux s/directions 15-28/02/23","3500000","Trois millions cinq cent mille francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 08:38:08","","","","NON","7785"
"1881","1862","Prime de surveillance SEP aout, septembre 22","22514206","Vingt deux millions cinq cent quatorzedeux mille deux cent sixdeux francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 08:40:19","","","","OUI","7786"
"1882","1863","Complément carburant charroi","700000","Sept cent mille francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 08:41:34","","","","NON","7787"
"1883","1864","Prime de surveillance SEP aout, septembre 22","26319800","Vingt six millions trois cent dix-neufsix mille huit cent six francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 08:43:06","","","","NON","7788"
"1884","1865","Prestation h.suppl., TE/Bracongo déc 2022","3000000","Trois millions de francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 08:46:11","","","","NON","7789"
"1885","1866","Frais de salubrité de la cour KV","1200000","Un million deux cent mille francs congolais","28/02/2023 00:00:00","2023/02/28","","30/12/1899 08:53:48","","","","NON","7790"
"1886","1867","Achat cadenas pour malles des archives","40000","Quarante mille francs congolais","01/03/2023 00:00:00","2023/03/01","","30/12/1899 12:17:25","","","","NON","1401"
"1887","1868","Achat lubrifiant ","45000","Quarante cinq mille francs congolais","02/03/2023 00:00:00","2023/03/02","","30/12/1899 12:18:28","","","","NON","1402"
"1888","1869","Courses de service Makitu ","20000","Vingt mille francs congolais","02/03/2023 00:00:00","2023/03/02","","30/12/1899 12:19:24","","","","NON","1403"
"1889","1870","Courses de service Lumumba","15000","Quinze mille francs congolais","02/03/2023 00:00:00","2023/03/02","","30/12/1899 12:20:35","","","","NON","1404"
"1890","1871","Reliure rapport d'activités au GU","37200","Trente sept mille deux cent sept francs congolais","03/03/2023 00:00:00","2023/03/03","","30/12/1899 12:54:45","","","","NON","1405"
"1891","1872","Achat écran projecteur","315000","Trois cent quinze mille francs congolais","03/03/2023 00:00:00","2023/03/03","","30/12/1899 12:56:51","","","","NON","1406"
"1892","1873","Courses de service Ewango","10000","Dix mille francs congolais","06/03/2023 00:00:00","2023/03/06","","30/12/1899 12:57:44","","","","NON","1407"
